Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;;
01.03.06;#000.8039;;sonst. topographische Punkte;Punkt
01.03.06;#000.8039;;sonst. topographische Linien;Linie
01.03.06;#003.8190;;Punkt einer topografische Linie aus ALK;Punkt
01.03.06;#003.8192;;topographische Linie aus ALK;Linie
01.03.06;#003.8093;;topographische Linie von DRITTEN;Linie
01.03.06;#003.8194;;herausfallender Punkt aus ALK;Punkt
01.03.06;#003.8195;;historischer Punkt aus ALK;Punkt
01.03.06;#003.8195;;überdeckte topografische Linie aus ALK;Linie
01.03.06;#003.8197;;Böschungslinie unten aus ALK;Linie
01.03.06;#003.8198;;Böschungslinie oben aus ALK;Linie
01.03.06;#003.8199;;Punkt ohne Kennung aus ALK ;Punkt
01.03.06;#003.8199;;Linie ohne Kennung aus ALK;Linie
01.03.06;#000.8040;;Brückenwiderlager;Punkt
01.03.06;#000.8040;;Brückenwiderlager;Linie
01.03.06;#004.8000;;Kreuzungspunkt des BW;Punkt
01.03.06;#004.8001;;Brückenwiderlager unten;Punkt
01.03.06;#004.8001;;Brückenwiderlager unten;Linie
01.03.06;#004.8002;;Brückenwiderlager oben;Punkt
01.03.06;#004.8002;;Brückenwiderlager oben;Linie
01.03.06;#004.8003;;Auflager;Punkt
01.03.06;#004.8003;;Auflager Umrisslinie;Linie
01.03.06;#004.8004;;Dehnfuge;Punkt
01.03.06;#004.8004;;Dehnfuge;Linie
01.03.06;#004.8005;;Punkt der Auflagerachse;Punkt
01.03.06;#004.8005;;Auflagerachse;Linie
01.03.06;#004.8006;;Fahrbahnübergang;Punkt
01.03.06;#004.8006;;Fahrbahnübergang;Linie
01.03.06;#004.8007;;Gewölbefußpunkt;Punkt
01.03.06;#004.8007;;Gewölbefuß;Linie
01.03.06;#004.8008;;Flügelwand unten;Punkt
01.03.06;#004.8008;;Flügelwand unten;Linie
01.03.06;#004.8009;;Flügelwand oben;Punkt
01.03.06;#004.8009;;Flügelwand oben;Linie
01.03.06;#000.8041;;Pfeiler;Punkt
01.03.06;#000.8041;;Pfeiler;Linie
01.03.06;#004.8011;;Pfeiler unten;Punkt
01.03.06;#004.8011;;Pfeiler unten;Linie
01.03.06;#004.8012;;Pfeiler oben;Punkt
01.03.06;#004.8012;;Pfeiler oben;Linie
01.03.06;#004.8015;;Pfeilerfundament unten;Punkt
