Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode
01.01.13;#232.F101;;Bauwerksbezeichnung, Brücke;Punkt
15.12.10;#232.F201;;Bauwerksbezeichnung, Brücke;Punkt
15.12.10;#232.F301;;Bauwerksbezeichnung, Brücke;Punkt
15.07.09;#232.F901;;Bauwerksbezeichnung, Brücke;Punkt
18.10.02;#232.F001;;ASB-Nummer;Text
01.01.13;#232.F101;;ASB-Nummer;Text
15.12.10;#232.F201;;ASB-Nummer;Text
15.12.10;#232.F301;;ASB-Nummer;Text
18.10.02;#232.F901;;ASB-Nummer;Text
15.07.09;#232.F002;;Bauwerksbezeichnung, Brücke nicht unter Verkehr;Punkt
01.01.13;#232.F102;;Bauwerksbezeichnung, Brücke nicht unter Verkehr;Punkt
15.12.10;#232.F202;;Bauwerksbezeichnung, Brücke nicht unter Verkehr;Punkt
15.12.10;#232.F302;;Bauwerksbezeichnung, Brücke nicht unter Verkehr;Punkt
15.07.09;#232.F902;;Bauwerksbezeichnung, Brücke nicht unter Verkehr;Punkt
15.07.09;#232.F003;;Bauwerksbezeichnung, Brücke fremd;Punkt
01.01.13;#232.F103;;Bauwerksbezeichnung, Brücke fremd;Punkt
15.12.10;#232.F203;;Bauwerksbezeichnung, Brücke fremd;Punkt
15.12.10;#232.F303;;Bauwerksbezeichnung, Brücke fremd;Punkt
15.07.09;#232.F903;;Bauwerksbezeichnung, Brücke fremd;Punkt
15.07.09;#232.F004;;Bauwerksbezeichnung, Rad- Gehwegbrücke;Punkt
01.01.13;#232.F104;;Bauwerksbezeichnung, Rad- Gehwegbrücke;Punkt
15.12.10;#232.F204;;Bauwerksbezeichnung, Rad- Gehwegbrücke;Punkt
15.12.10;#232.F304;;Bauwerksbezeichnung, Rad- Gehwegbrücke;Punkt
15.07.09;#232.F904;;Bauwerksbezeichnung, Rad- Gehwegbrücke;Punkt
15.07.09;#232.F005;;Bauwerksbezeichnung, Rad- Gehwegbrücke fremd;Punkt
15.12.10;#232.F105;;Bauwerksbezeichnung, Rad- Gehwegbrücke fremd;Punkt
15.12.10;#232.F205;;Bauwerksbezeichnung, Rad- Gehwegbrücke fremd;Punkt
15.12.10;#232.F305;;Bauwerksbezeichnung, Rad- Gehwegbrücke fremd;Punkt
15.07.09;#232.F905;;Bauwerksbezeichnung, Rad- Gehwegbrücke fremd;Punkt
15.07.09;#232.F006;;Bauwerksbezeichnung, Lärmschutzbauwerk;Punkt
01.01.13;#232.F106;;Bauwerksbezeichnung, Lärmschutzbauwerk;Punkt
15.12.10;#232.F206;;Bauwerksbezeichnung, Lärmschutzbauwerk;Punkt
15.12.10;#232.F306;;Bauwerksbezeichnung, Lärmschutzbauwerk;Punkt
15.07.09;#232.F906;;Bauwerksbezeichnung, Lärmschutzbauwerk;Punkt
15.07.09;#232.F007;;Bauwerksbezeichnung, Lärmschutzbauwerk fremd;Punkt
01.01.13;#232.F107;;Bauwerksbezeichnung, Lärmschutzbauwerk fremd;Punkt
15.12.10;#232.F207;;Bauwerksbezeichnung, Lärmschutzbauwerk fremd;Punkt
15.12.10;#232.F307;;Bauwerksbezeichnung, Lärmschutzbauwerk fremd;Punkt
15.07.09;#232.F907;;Bauwerksbezeichnung, Lärmschutzbauwerk fremd;Punkt
15.07.09;#232.F008;;Bauwerksbezeichnung, Stützbauwerk;Punkt
01.01.13;#232.F108;;Bauwerksbezeichnung, Stützbauwerk;Punkt
15.12.10;#232.F208;;Bauwerksbezeichnung, Stützbauwerk;Punkt
15.12.10;#232.F308;;Bauwerksbezeichnung, Stützbauwerk;Punkt
15.07.09;#232.F908;;Bauwerksbezeichnung, Stützbauwerk;Punkt
15.07.09;#232.F009;;Bauwerksbezeichnung, Tunnel Trogbauwerk;Punkt
01.01.13;#232.F109;;Bauwerksbezeichnung, Tunnel Trogbauwerk;Punkt
15.12.10;#232.F209;;Bauwerksbezeichnung, Tunnel Trogbauwerk;Punkt
