Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Schichtname;Schichtbezeichnung;Art;;;;;
03.02.16;Best.1631;3.2.7.;Text (Orts- bzw. Gemeindeverbindungsstraße);Text;1631;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1532;2.3.1.;Straßengraben (< 1mm Kartenbreite);Punkt;1532;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1532;;Straßengraben (< 1mm Kartenbreite);Linie;1532;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1632;3.3.13.;Straßengraben (< 1mm Kartenbreite);Text;1632;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1533;;Fließrichtungspfeil;Punkt;1533;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1534;2.2.1.;Böschungsoberkante (Straße);Punkt;1534;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1534;;Böschungsoberkante (Straße);Linie;1534;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1581;;verdeckte Böschungsoberkante (Straße);Linie;1581;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1535;2.2.1.;Böschungsunterkante (Straße);Punkt;1535;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1535;;Böschungsunterkante (Straße);Linie;1535;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1580;;verdeckte Böschungsunterkante (Straße);Linie;1580;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1536;;Entwässerungsmulde;Punkt;1536;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1536;;Entwässerungsmulde;Linie;1536;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1537;;Entwässerungsgraben, Unterkante;Punkt;1537;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1537;;Entwässerungsgraben, Unterkante;Linie;1537;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1538;;Entwässerungsgraben, Oberkante;Punkt;1538;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1538;;Entwässerungsgraben, Oberkante;Linie;1538;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1539;;Wechsel der Deckschicht;Punkt;1539;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1539;;Wechsel der Deckschicht;Linie;1539;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1639;;Wechsel der Deckschicht;Text;1639;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1540;2.3.1.;Bankett;Punkt;1540;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1540;;Bankett;Linie;1540;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1541;2.3.8.;Fließrichtungspfeil;Punkt;1541;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1542;2.3.1.;Radweg;Punkt;1542;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1542;;Radweg;Linie;1542;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1587;;Radweg verdeckt;Linie;1587;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1543;2.3.2.;Gehweg;Punkt;1543;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1543;;Gehweg;Linie;1543;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1588;;Gehweg verdeckt;Linie;1588;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1544;2.3.1. ;Weg;Punkt;1544;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1544;;Weg;Linie;1544;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1644;;Weg;Text;1644;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1589;2.3.1.;Weg verdeckt;Linie;1589;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1545;;Zufahrt zu Grundstücken;Punkt;1545;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1545;;Zufahrt zu Grundstücken;Linie;1545;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1546;2.3.4.;Straßenbahngleis (Achse);Punkt;1546;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1546;;Straßenbahngleis (Achse);Linie;1546;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1646;;Straßenbahngleis (Achse);Text;1646;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1586;;Straßenbahngleis (Achse) verdeckt;Linie;1586;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1547;2.3.4.;Gleis der Bahnen (Achse);Punkt;1547;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1547;;Gleis der Bahnen (Achse);Linie;1547;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1647;;Gleis der Bahnen (Achse);Text;1647;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1585;;Gleis der Bahnen (Achse) verdeckt;Linie;1585;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1551;;Brückenbauwerk;Punkt;1551;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1551;;Brückenbauwerk;Linie;1551;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.15  ;;Brückenbauwerk Schraffur;Flaeche;15;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1651;;Brückenbauwerk;Text;1651;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1552;2.3.12.;Durchlass;Punkt;1552;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1552;;Durchlass;Linie;1552;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1652;;Durchlass;Text;1652;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1553;;Ein-/Auslauf für Durchlass (Wasserlauf), < 1mm Kartenbreite ;Punkt;1553;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1554;2.2.9.;Mauer rechts;Punkt;1554;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1554;;Mauer rechts;Linie;1554;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1654;;Mauer rechts;Text;1654;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1555;;Mauer links;Punkt;1555;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1555;;Mauer links;Linie;1555;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1655;;Mauer links;Text;1655;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1556;;Regenwasser (Sammelleitung);Punkt;1556;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1556;;Regenwasser (Sammelleitung);Linie;1556;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1656;;Regenwasser (Sammelleitung) Textbezugslinie;Linie;1656;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1656;;Regenwasser (Sammelleitung);Text;1656;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1557;;Regenwasser (Sickerleitung);Punkt;1557;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1557;;Regenwasser (Sickerleitung);Linie;1557;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1657;;Regenwasser (Sickerleitung) Textbezugslinie;Linie;1657;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1657;;Regenwasser (Sickerleitung);Text;1657;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1559;;Symbol für Fließrichtung;Punkt;1559;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1560;;Kilometerstein öffentlicher Bahnen;Punkt;1560;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1561;2.3.5.;Kilometertafel, Kilometerstein ;Punkt;1561;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1661;;Kilometertafel, Kilometerstein ;Text;1661;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1563;2.3.1.18;Hochbord;Punkt;1563;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1563;;Hochbord;Linie;1563;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1564;2.3,1.19;Tiefbord;Punkt;1564;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1564;;Tiefbord;Linie;1564;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1565;2.3.1.;Markierung durchgehend (sonstige Straße);Punkt;1565;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1565;;Markierung durchgehend (sonstige Straße);Linie;1565;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1566;2.3.1.;Markierung unterbrochen (sonstige Straße);Punkt;1566;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1566;;Markierung unterbrochen (sonstige Straße);Linie;1566;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1567;2.2.6.;Topographische Begrenzungslinie;Punkt;1567;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1567;;Topographische Begrenzungslinie;Linie;1567;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1667;;Topographische Begrenzungslinie;Text;1667;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1699;;sonstiger Straßentext;Text;1699;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1571;;Ablaufschacht (Deckel, Sohle, Ein-, Ausläufe);Punkt;1571;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1671;;Ablaufschacht (Deckel, Sohle, Ein-, Ausläufe);Text;1671;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1671;;Ablaufschacht (Deckel, Sohle, Ein-, Ausläufe) Textbezugslinie;Linie;1671;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1572;;Prüfschacht (Deckel, Sohle, Ein-, Ausläufe);Punkt;1572;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1672;;Prüfschacht (Deckel, Sohle, Ein-, Ausläufe);Text;1672;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1672;;Prüfschacht (Deckel, Sohle, Ein-, Ausläufe) Textbezugslinie;Linie;1672;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1573;2.5.5.;Straßenablauf, Fußpunkt aufgemessen;Punkt;1573;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1574;2.5.5.;Straßenablauf, zentrisch aufgemessen ;Punkt;1574;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1576;;Regenwasser (Sammelleitung);Punkt;1576;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1576;;Regenwasser (Sammelleitung);Linie;1576;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1676;;Regenwasser (Sammelleitung) Textbezugslinie;Linie;1676;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1676;;Regenwasser (Sammelleitung);Text;1676;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1577;;Regenwasser (Sickerleitung);Punkt;1577;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1577;;Regenwasser (Sickerleitung);Linie;1577;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1677;;Regenwasser (Sickerleitung) Textbezugslinie;Linie;1677;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1677;;Regenwasser (Sickerleitung);Text;1677;16T_Verkehr;Textschicht für Schicht 15Verkehr;Bestandsplan;;;;;
03.02.16;Best.1579;;Symbol für Fließrichtung;Punkt;1579;15Verkehr;Verkehrsanlagen außer Autobahn;Bestandsplan;;;;;
03.02.16;Best.1701;;Trinkwasserleitung (unterirdisch);Punkt;1701;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1701;;Trinkwasserleitung (unterirdisch);Linie;1701;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1801;;Trinkwasserleitung (unterirdisch);Text;1801;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1702;;Trinkwasserleitung (oberirdisch);Punkt;1702;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1702;;Trinkwasserleitung (oberirdisch);Linie;1702;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1802;;Trinkwasserleitung (oberirdisch);Text;1802;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1703;;Abwasserleitung (unterirdisch);Punkt;1703;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1703;;Abwasserleitung (unterirdisch);Linie;1703;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1803;;Abwasserleitung (unterirdisch);Text;1803;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1704;;Abwasserleitung (oberirdisch);Punkt;1704;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1704;;Abwasserleitung (oberirdisch);Linie;1704;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1804;;Abwasserleitung (oberirdisch);Text;1804;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1705;;Erdölleitung (unterirdisch);Punkt;1705;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1705;;Erdölleitung (unterirdisch);Linie;1705;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1805;;Erdölleitung (unterirdisch);Text;1805;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1706;;Erdölleitung (oberirdisch);Punkt;1706;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1706;;Erdölleitung (oberirdisch);Linie;1706;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1806;;Erdölleitung (oberirdisch);Text;1806;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1707;;Gasleitung (unterirdisch),;Punkt;1707;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1707;;Gasleitung (unterirdisch),;Linie;1707;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1807;;Gasleitung (unterirdisch),;Text;1807;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1708;;Gasleitung (oberirdisch),;Punkt;1708;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1708;;Gasleitung (oberirdisch),;Linie;1708;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1808;;Gasleitung (oberirdisch),;Text;1808;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1709;;Produktenleitung (unterirdisch);Punkt;1709;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1709;;Produktenleitung (unterirdisch);Linie;1709;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1809;;Produktenleitung (unterirdisch);Text;1809;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1710;;Produktenleitung (oberirdisch);Punkt;1710;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1710;;Produktenleitung (oberirdisch);Linie;1710;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1810;;Produktenleitung (oberirdisch);Text;1810;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1711;;Fernheizungsleitung (unterirdisch);Punkt;1711;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1711;;Fernheizungsleitung (unterirdisch);Linie;1711;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1811;;Fernheizungsleitung (unterirdisch);Text;1811;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1712;;Fernheizungsleitung (oberirdisch);Punkt;1712;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1712;;Fernheizungsleitung (oberirdisch);Linie;1712;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1812;;Fernheizungsleitung (oberirdisch);Text;1812;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1713;;Elektroleitung (unterirdisch, U ? 1 kV);Punkt;1713;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1713;;Elektroleitung (unterirdisch, U ? 1 kV);Linie;1713;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1813;;Elektroleitung (unterirdisch, U ? 1 kV);Text;1813;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1714;;Elektroleitung (unterirdisch, U > 1 kV);Punkt;1714;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1714;;Elektroleitung (unterirdisch, U > 1 kV);Linie;1714;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1814;;Elektroleitung (unterirdisch, U > 1 kV);Text;1814;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1715;;Elektrofreileitung (Spannung  ? 1 kV);Punkt;1715;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1715;;Elektrofreileitung (Spannung  ? 1 kV);Linie;1715;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1815;;Elektrofreileitung (Spannung  ? 1 kV);Text;1815;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1716;;Fernmeldeleitungen (unterirdisch);Punkt;1716;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1716;;Fernmeldeleitungen (unterirdisch);Linie;1716;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1816;;Fernmeldeleitungen (unterirdisch);Text;1816;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1717;;Fernmeldeleitungen (oberirdisch);Punkt;1717;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1717;;Fernmeldeleitungen (oberirdisch);Linie;1717;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1817;;Fernmeldeleitungen (oberirdisch);Text;1817;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1718;;Elektrofreileitung (Spannung > 1 kV);Punkt;1718;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1718;;Elektrofreileitung (Spannung > 1 kV);Linie;1718;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1818;;Elektrofreileitung (Spannung > 1 kV);Text;1818;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1719;;Symbol für Spannung > 1 kV;Punkt;1719;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1720;2.5.3.;Elektroleitung (Spannung ? 1 kV) Merkzeichen / Schilderpfahl;Punkt;1720;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1721;2.5.3.;Elektroleitung (Spannung > 1 kV) Merkzeichen / Schilderpfahl;Punkt;1721;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1722;2.5.3.3;Merkzeichen sonstiges;Punkt;1722;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1822;;Merkzeichen sonstiges;Text;1822;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1723;2.5.3.;Erdölleitung Merkzeichen / Schilderpfahl;Punkt;1723;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1724;2.5.3.;Gasleitung Merkzeichen / Schilderpfahl;Punkt;1724;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1725;2.5.3.;Trinkwasserleitung Merkzeichen / Schilderpfahl;Punkt;1725;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1726;2.5.3.;Abwasserleitung Merkzeichen / Schilderpfahl;Punkt;1726;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1727;2.5.3.;Fernheizungsleitung Merkzeichen / Schilderpfahl;Punkt;1727;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1728;2.5.3.;Fernmeldeleitung Merkzeichen / Schilderpfahl;Punkt;1728;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1729;2.5.3.;Produktenfernleitung Merkzeichen / Schilderpfahl;Punkt;1729;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1730;2.5.5.;Oberflurhydrant;Punkt;1730;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1731;2.5.5.;Unterflurhydrant;Punkt;1731;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1732;2.5.3.;Gasschieber;Punkt;1732;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1733;2.5.3.;Wasserschieber;Punkt;1733;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1734;2.5.;Einstiegsschacht (rund);Punkt;1734;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1834;;Einstiegsschacht (rund);Text;1834;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1735;;Einstiegsschacht (eckig);Punkt;1735;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1735;;Einstiegsschacht (eckig);Linie;1735;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1835;;Einstiegsschacht (eckig);Text;1835;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1736;2.5.3.;Absperrschieber sonstiger;Punkt;1736;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1737;2.5.3.12;Schilderpfahl ;Punkt;1737;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1837;;Schilderpfahl ;Text;1837;18T_Leitung;Textschicht für Schicht 17Leitung;Bestandsplan;;;;;
03.02.16;Best.1740;2.5.4.4;Holzmast;Punkt;1740;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1741;2.5.4.2;Stahlrohrmast;Punkt;1741;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1742;2.5.4.3;Stahlbetonmast;Punkt;1742;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1743;2.5.4.1;Stahlgittermast, einfach;Punkt;1743;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1744;;Stahlgitter;Punkt;1744;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1745;2.5.4.7;Funkmast, Funkstelle, Umsetzer;Punkt;1745;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1746;2.5.4.;Stahlflachmast;Punkt;1746;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1747;2.5.4.5;Doppelmast;Punkt;1747;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
03.02.16;Best.1748;;Mast für Niederspannungsfreileitung;Punkt;1748;17Leitung;Ver- und Entsorgung Dritter;Bestandsplan;;;;;
