Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Status;Objektart;Attribut Verkehr;Attribut Ver-/Entsorgung;Attribut Ver-/Entsorgung unterirdisch;;
29.01.13;2363.F101;;Tiefgarage;Text;506;Dritter;Bebauung;;;Unterirdisch;;
01.08.10;2363.F201;;Tiefgarage;Text;506;Digitalisiert;Bebauung;;;Unterirdisch;;
01.08.10;2363.F301;;Tiefgarage;Text;506;Photogrammetrie/Laser;Bebauung;;;Unterirdisch;;
29.01.13;2363.F901;;Tiefgarage;Text;204;Planung;Bebauung;;;Unterirdisch;;
01.11.08;2369.F001;;Parkplatz und WC;Punkt;506;Bestand;Verkehr;Straße;;;;
29.01.13;2369.F101;;Parkplatz und WC;Punkt;506;Dritter;Verkehr;Straße;;;;
01.08.10;2369.F201;;Parkplatz und WC;Punkt;506;Digitalisiert;Verkehr;Straße;;;;
01.08.10;2369.F301;;Parkplatz und WC;Punkt;506;Photogrammetrie/Laser;Verkehr;Straße;;;;
01.11.08;2369.F901;;Parkplatz und WC;Punkt;204;Planung;Verkehr;Straße;;;;
01.11.03;2371.0000;2.7.4.6;Brückenwaage;Punkt;506;Bestand;Verkehrsausstattung;Straße;;;;
29.01.13;2371.0100;2.7.4.6;Brückenwaage;Punkt;506;Dritter;Verkehrsausstattung;Straße;;;;
01.08.10;2371.0200;2.7.4.6;Brückenwaage;Punkt;506;Digitalisiert;Verkehrsausstattung;Straße;;;;
01.08.10;2371.0300;2.7.4.6;Brückenwaage;Punkt;506;Photogrammetrie/Laser;Verkehrsausstattung;Straße;;;;
01.12.04;2371.0900;2.7.4.6;Brückenwaage;Punkt;204;Planung;Verkehrsausstattung;Straße;;;;
01.11.03;2371.0000;2.7.4.6;Brückenwaage;Text;506;Bestand;Verkehrsausstattung;Straße;;;;
29.01.13;2371.0100;2.7.4.6;Brückenwaage;Text;506;Dritter;Verkehrsausstattung;Straße;;;;
01.08.10;2371.0200;2.7.4.6;Brückenwaage;Text;506;Digitalisiert;Verkehrsausstattung;Straße;;;;
01.08.10;2371.0300;2.7.4.6;Brückenwaage;Text;506;Photogrammetrie/Laser;Verkehrsausstattung;Straße;;;;
01.12.04;2371.0900;2.7.4.6;Brückenwaage;Text;204;Planung;Verkehrsausstattung;Straße;;;;
01.11.08;2372.F001;2.7.4.8;Parkscheinautomat;Punkt;506;Bestand;Verkehrsausstattung;Straße;;;;
29.01.13;2372.F101;2.7.4.8;Parkscheinautomat;Punkt;506;Dritter;Verkehrsausstattung;Straße;;;;
01.08.10;2372.F201;2.7.4.8;Parkscheinautomat;Punkt;506;Digitalisiert;Verkehrsausstattung;Straße;;;;
01.08.10;2372.F301;2.7.4.8;Parkscheinautomat;Punkt;506;Photogrammetrie/Laser;Verkehrsausstattung;Straße;;;;
01.11.08;2372.F901;2.7.4.8;Parkscheinautomat;Punkt;204;Planung;Verkehrsausstattung;Straße;;;;
01.11.08;2513.F001;2.5.5.8;Pumpe;Punkt;601;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;2513.F101;2.5.5.8;Pumpe;Punkt;601;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;2513.F201;2.5.5.8;Pumpe;Punkt;601;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;2513.F301;2.5.5.8;Pumpe;Punkt;601;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;2513.F901;2.5.5.8;Pumpe;Punkt;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
01.11.03;2514.0000;2.5.5.14;Wasserturm;Punkt;601;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;2514.0100;2.5.5.14;Wasserturm;Punkt;601;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;2514.0200;2.5.5.14;Wasserturm;Punkt;601;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;2514.0300;2.5.5.14;Wasserturm;Punkt;601;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
01.12.04;2514.0900;2.5.5.14;Wasserturm;Punkt;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
01.11.03;2514.0000;2.5.5.14;Wasserturm;Text;601;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;2514.0100;2.5.5.14;Wasserturm;Text;601;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;2514.0200;2.5.5.14;Wasserturm;Text;601;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;2514.0300;2.5.5.14;Wasserturm;Text;601;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
01.12.04;2514.0900;2.5.5.14;Wasserturm;Text;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
01.11.03;2572.0000;2.5.7.1;Gasometer;Punkt;626;Bestand;Ver-/Entsorgung;;Gas;;;
29.01.13;2572.0100;2.5.7.1;Gasometer;Punkt;626;Dritter;Ver-/Entsorgung;;Gas;;;
01.08.10;2572.0200;2.5.7.1;Gasometer;Punkt;626;Digitalisiert;Ver-/Entsorgung;;Gas;;;
01.08.10;2572.0300;2.5.7.1;Gasometer;Punkt;626;Photogrammetrie/Laser;Ver-/Entsorgung;;Gas;;;
01.12.04;2572.0900;2.5.7.1;Gasometer;Punkt;230;Planung;Ver-/Entsorgung;;Gas;;;
01.11.03;2572.0000;2.5.7.1;Gasometer;Text;626;Bestand;Ver-/Entsorgung;;Gas;;;
01.11.08;2572.0100;2.5.7.1;Gasometer;Text;626;Dritter;Ver-/Entsorgung;;Gas;;;
01.08.10;2572.0200;2.5.7.1;Gasometer;Text;626;Digitalisiert;Ver-/Entsorgung;;Gas;;;
01.08.10;2572.0300;2.5.7.1;Gasometer;Text;626;Photogrammetrie/Laser;Ver-/Entsorgung;;Gas;;;
01.12.04;2572.0900;2.5.7.1;Gasometer;Text;230;Planung;Ver-/Entsorgung;;Gas;;;
01.11.08;2573.F001;;Gas, Schaltkasten;Punkt;626;Bestand;Ver-/Entsorgung;;Gas;;;
29.01.13;2573.F101;;Gas, Schaltkasten;Punkt;626;Dritter;Ver-/Entsorgung;;Gas;;;
01.08.10;2573.F201;;Gas, Schaltkasten;Punkt;626;Digitalisiert;Ver-/Entsorgung;;Gas;;;
01.08.10;2573.F301;;Gas, Schaltkasten;Punkt;626;Photogrammetrie/Laser;Ver-/Entsorgung;;Gas;;;
01.08.10;2573.F901;;Gas, Schaltkasten;Punkt;230;Planung;Ver-/Entsorgung;;Gas;;;
01.11.03;3141.0000;2.2.7.28;Steinbruch;Punkt;504;Bestand;Bergbau;;;;;
01.11.08;3141.0100;2.2.7.28;Steinbruch;Punkt;1102;Dritter;Dritter;;;;;
01.08.10;3141.0200;2.2.7.28;Steinbruch;Punkt;504;Digitalisiert;Bergbau;;;;;
01.08.10;3141.0300;2.2.7.28;Steinbruch;Punkt;504;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3141.0900;2.2.7.28;Steinbruch;Punkt;204;Planung;Bergbau;;;;;
01.11.03;3141.0000;2.2.7.28;Steinbruch;Text;505;Bestand;Bergbau;;;;;
01.11.08;3141.0100;2.2.7.28;Steinbruch;Text;1102;Dritter;Dritter;;;;;
01.08.10;3141.0200;2.2.7.28;Steinbruch;Text;505;Digitalisiert;Bergbau;;;;;
01.08.10;3141.0300;2.2.7.28;Steinbruch;Text;505;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3141.0900;2.2.7.28;Steinbruch;Text;204;Planung;Bergbau;;;;;
01.11.03;3141.0000;2.2.7.28;Steinbruch;Flaeche;503;Bestand;Bergbau;;;;;
01.11.08;3141.0100;2.2.7.28;Steinbruch;Flaeche;1102;Dritter;Dritter;;;;;
01.08.10;3141.0200;2.2.7.28;Steinbruch;Flaeche;503;Digitalisiert;Bergbau;;;;;
01.08.10;3141.0300;2.2.7.28;Steinbruch;Flaeche;503;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3141.0900;2.2.7.28;Steinbruch;Flaeche;203;Planung;Bergbau;;;;;
01.11.03;3161.0000;2.2.7.30;Kohletagebau;Punkt;504;Bestand;Bergbau;;;;;
01.11.08;3161.0100;2.2.7.30;Kohletagebau;Punkt;1102;Dritter;Dritter;;;;;
01.08.10;3161.0200;2.2.7.30;Kohletagebau;Punkt;504;Digitalisiert;Bergbau;;;;;
01.08.10;3161.0300;2.2.7.30;Kohletagebau;Punkt;504;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3161.0900;2.2.7.30;Kohletagebau;Punkt;204;Planung;Bergbau;;;;;
01.11.03;3161.0000;2.2.7.30;Kohletagebau;Text;505;Bestand;Bergbau;;;;;
01.11.08;3161.0100;2.2.7.30;Kohletagebau;Text;1102;Dritter;Dritter;;;;;
01.08.10;3161.0200;2.2.7.30;Kohletagebau;Text;505;Digitalisiert;Bergbau;;;;;
01.08.10;3161.0300;2.2.7.30;Kohletagebau;Text;505;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3161.0900;2.2.7.30;Kohletagebau;Text;204;Planung;Bergbau;;;;;
01.11.03;3161.0000;2.2.7.30;Kohletagebau;Flaeche;503;Bestand;Bergbau;;;;;
29.01.13;3161.0100;2.2.7.30;Kohletagebau;Flaeche;1102;Dritter;Dritter;;;;;
01.08.10;3161.0200;2.2.7.30;Kohletagebau;Flaeche;503;Digitalisiert;Bergbau;;;;;
01.08.10;3161.0300;2.2.7.30;Kohletagebau;Flaeche;503;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3161.0900;2.2.7.30;Kohletagebau;Flaeche;203;Planung;Bergbau;;;;;
01.11.03;3171.0000;2.2.7.16;Torfstich;Punkt;504;Bestand;Bergbau;;;;;
29.01.13;3171.0100;2.2.7.16;Torfstich;Punkt;1102;Dritter;Dritter;;;;;
01.08.10;3171.0200;2.2.7.16;Torfstich;Punkt;504;Digitalisiert;Bergbau;;;;;
01.08.10;3171.0300;2.2.7.16;Torfstich;Punkt;504;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3171.0900;2.2.7.16;Torfstich;Punkt;204;Planung;Bergbau;;;;;
01.11.03;3171.0000;2.2.7.16;Torfstich;Text;505;Bestand;Bergbau;;;;;
29.01.13;3171.0100;2.2.7.16;Torfstich;Text;1102;Dritter;Dritter;;;;;
01.08.10;3171.0200;2.2.7.16;Torfstich;Text;505;Digitalisiert;Bergbau;;;;;
01.08.10;3171.0300;2.2.7.16;Torfstich;Text;505;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3171.0900;2.2.7.16;Torfstich;Text;204;Planung;Bergbau;;;;;
01.11.03;3171.0000;2.2.7.16;Torfstich;Flaeche;503;Bestand;Bergbau;;;;;
29.01.13;3171.0100;2.2.7.16;Torfstich;Flaeche;1102;Dritter;Dritter;;;;;
01.08.10;3171.0200;2.2.7.16;Torfstich;Flaeche;503;Digitalisiert;Bergbau;;;;;
01.08.10;3171.0300;2.2.7.16;Torfstich;Flaeche;503;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3171.0900;2.2.7.16;Torfstich;Flaeche;203;Planung;Bergbau;;;;;
01.11.03;3191.0000;2.5.9.2;Erdölpumpe, Ölförderanlage;Punkt;633;Bestand;Ver-/Entsorgung;;Öl;;;
29.01.13;3191.0100;2.5.9.2;Erdölpumpe, Ölförderanlage;Punkt;1102;Dritter;Dritter;;Öl;;;
01.08.10;3191.0200;2.5.9.2;Erdölpumpe, Ölförderanlage;Punkt;633;Digitalisiert;Ver-/Entsorgung;;Öl;;;
01.08.10;3191.0300;2.5.9.2;Erdölpumpe, Ölförderanlage;Punkt;633;Photogrammetrie/Laser;Ver-/Entsorgung;;Öl;;;
01.12.04;3191.0900;2.5.9.2;Erdölpumpe, Ölförderanlage;Punkt;232;Planung;Ver-/Entsorgung;;Öl;;;
01.11.08;3195.0000;2.5.9.4;Erdgasförderstelle;Punkt;628;Bestand;Ver-/Entsorgung;;Gas;;;
29.01.13;3195.0100;2.5.9.4;Erdgasförderstelle;Punkt;1102;Dritter;Dritter;;Gas;;;
01.08.10;3195.0200;2.5.9.4;Erdgasförderstelle;Punkt;628;Digitalisiert;Ver-/Entsorgung;;Gas;;;
01.08.10;3195.0300;2.5.9.4;Erdgasförderstelle;Punkt;628;Photogrammetrie/Laser;Ver-/Entsorgung;;Gas;;;
01.12.04;3195.0900;2.5.9.4;Erdgasförderstelle;Punkt;230;Planung;Ver-/Entsorgung;;Gas;;;
01.11.03;3196.0000;2.7.3.8;Bergbauschacht (eckig);Punkt;504;Bestand;Bergbau;;;;;
29.01.13;3196.0100;2.7.3.8;Bergbauschacht (eckig);Punkt;1102;Dritter;Dritter;;;;;
01.08.10;3196.0200;2.7.3.8;Bergbauschacht (eckig);Punkt;504;Digitalisiert;Bergbau;;;;;
01.08.10;3196.0300;2.7.3.8;Bergbauschacht (eckig);Punkt;504;Photogrammetrie/Laser;Bergbau;;;;;
01.12.04;3196.0900;2.7.3.8;Bergbauschacht (eckig);Punkt;204;Planung;Bergbau;;;;;
29.01.13;3403.F001;2.5.2;Sonstige Leitungen;Linie;641;Bestand;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F101;2.5.2;Sonstige Leitungen;Linie;1641;Dritter;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F201;2.5.2;Sonstige Leitungen;Linie;641;Digitalisiert;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F301;2.5.2;Sonstige Leitungen;Linie;641;Photogrammetrie/Laser;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F901;2.5.2;Sonstige Leitungen;Linie;232;Planung;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F001;;Sonstige Leitungen, Schilderpfahl;Punkt;641;Bestand;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F101;;Sonstige Leitungen, Schilderpfahl;Punkt;1641;Dritter;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F201;;Sonstige Leitungen, Schilderpfahl;Punkt;641;Digitalisiert;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F301;;Sonstige Leitungen, Schilderpfahl;Punkt;641;Photogrammetrie/Laser;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F901;;Sonstige Leitungen, Schilderpfahl;Punkt;232;Planung;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F001;;Sonstige Leitungen, Höhe;Text;644;Bestand;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F101;;Sonstige Leitungen, Höhe;Text;1644;Dritter;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F201;;Sonstige Leitungen, Höhe;Text;644;Digitalisiert;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F301;;Sonstige Leitungen, Höhe;Text;644;Photogrammetrie/Laser;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F901;;Sonstige Leitungen, Höhe;Text;232;Planung;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F002;;Sonstige Leitungen, Zuordnungsstrich;Linie;641;Bestand;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F102;;Sonstige Leitungen, Zuordnungsstrich;Linie;1641;Dritter;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F202;;Sonstige Leitungen, Zuordnungsstrich;Linie;641;Digitalisiert;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F302;;Sonstige Leitungen, Zuordnungsstrich;Linie;641;Photogrammetrie/Laser;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F902;;Sonstige Leitungen, Zuordnungsstrich;Linie;232;Planung;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F003;;Sonstige Leitungen, Text;Text;644;Bestand;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F103;;Sonstige Leitungen, Text;Text;1644;Dritter;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F203;;Sonstige Leitungen, Text;Text;644;Digitalisiert;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F303;;Sonstige Leitungen, Text;Text;644;Photogrammetrie/Laser;Ver-/Entsorgung;;Nutzung unbekannt;;;
29.01.13;3403.F903;;Sonstige Leitungen, Text;Text;232;Planung;Ver-/Entsorgung;;Nutzung unbekannt;;;
01.11.08;3411.F001;;Brunnen;Punkt;504;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3411.F101;;Brunnen;Punkt;504;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3411.F201;;Brunnen;Punkt;504;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3411.F301;;Brunnen;Punkt;504;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;3411.F901;;Brunnen;Punkt;204;Planung;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;3421.F001;;Trinkwasser, Leitung, oberirdisch;Linie;601;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F101;;Trinkwasser, Leitung, oberirdisch;Linie;1601;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F201;;Trinkwasser, Leitung, oberirdisch;Linie;601;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F301;;Trinkwasser, Leitung, oberirdisch;Linie;601;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;3421.F901;;Trinkwasser, Leitung, oberirdisch;Linie;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F001;;Trinkwasser, Leitung, oberirdisch, Höhe;Text;604;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F101;;Trinkwasser, Leitung, oberirdisch, Höhe;Text;1604;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F201;;Trinkwasser, Leitung, oberirdisch, Höhe;Text;604;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F301;;Trinkwasser, Leitung, oberirdisch, Höhe;Text;604;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F901;;Trinkwasser, Leitung, oberirdisch, Höhe;Text;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F002;;Trinkwasser, Zuordnungsstrich;Linie;604;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F102;;Trinkwasser, Zuordnungsstrich;Linie;1604;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F202;;Trinkwasser, Zuordnungsstrich;Linie;604;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F302;;Trinkwasser, Zuordnungsstrich;Linie;604;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F902;;Trinkwasser, Zuordnungsstrich;Linie;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F002;;Trinkwasser, Schilderpfahl;Punkt;603;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F102;;Trinkwasser, Schilderpfahl;Punkt;1603;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F202;;Trinkwasser, Schilderpfahl;Punkt;603;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F302;;Trinkwasser, Schilderpfahl;Punkt;603;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F902;;Trinkwasser, Schilderpfahl;Punkt;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F003;;Trinkwasser, Leitung, oberirdisch, Text;Text;604;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F103;;Trinkwasser, Leitung, oberirdisch, Text;Text;1604;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F203;;Trinkwasser, Leitung, oberirdisch, Text;Text;604;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3421.F303;;Trinkwasser, Leitung, oberirdisch, Text;Text;604;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F903;;Trinkwasser, Leitung, oberirdisch, Text;Text;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F004;;Trinkwasser, Ummantelung;Linie;602;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F104;;Trinkwasser, Ummantelung;Linie;1602;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F204;;Trinkwasser, Ummantelung;Linie;602;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F304;;Trinkwasser, Ummantelung;Linie;602;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3421.F904;;Trinkwasser, Ummantelung;Linie;257;Planung;Ver-/Entsorgung;;Trinkwasser;;;
21.12.09;3422.F001;;Fernwasser, oberirdisch;Linie;601;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3422.F101;;Fernwasser, oberirdisch;Linie;1601;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3422.F201;;Fernwasser, oberirdisch;Linie;601;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3422.F301;;Fernwasser, oberirdisch;Linie;601;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
21.12.09;3422.F901;;Fernwasser, oberirdisch;Linie;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3422.F002;2.5.1.11;Trinkwasser, Fließpfeil;Punkt;602;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3422.F102;2.5.1.11;Trinkwasser, Fließpfeil;Punkt;1602;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3422.F202;2.5.1.11;Trinkwasser, Fließpfeil;Punkt;602;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3422.F302;2.5.1.11;Trinkwasser, Fließpfeil;Punkt;602;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3422.F902;2.5.1.11;Trinkwasser, Fließpfeil;Punkt;257;Planung;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;3423.F001;2.5.1.1;Trinkwasser, Leitung, unterirdisch;Linie;602;Bestand;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3423.F101;2.5.1.1;Trinkwasser, Leitung, unterirdisch;Linie;1602;Dritter;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
01.08.10;3423.F201;2.5.1.1;Trinkwasser, Leitung, unterirdisch;Linie;602;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
21.12.09;3423.F901;2.5.1.1;Trinkwasser, Leitung, unterirdisch;Linie;257;Planung;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3423.F002;2.5.1.1;Trinkwasser, Leitung, unterirdisch, Höhe;Text;604;Bestand;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3423.F102;2.5.1.1;Trinkwasser, Leitung, unterirdisch, Höhe;Text;1604;Dritter;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3423.F202;2.5.1.1;Trinkwasser, Leitung, unterirdisch, Höhe;Text;604;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3423.F902;2.5.1.1;Trinkwasser, Leitung, unterirdisch, Höhe;Text;249;Planung;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3423.F003;2.5.1.1;Trinkwasser, Leitung, unterirdisch, Text;Text;604;Bestand;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3423.F103;2.5.1.1;Trinkwasser, Leitung, unterirdisch, Text;Text;1604;Dritter;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
01.08.10;3423.F203;2.5.1.1;Trinkwasser, Leitung, unterirdisch, Text;Text;604;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3423.F903;2.5.1.1;Trinkwasser, Leitung, unterirdisch, Text;Text;249;Planung;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
21.12.09;3424.F001;;Fernwasser, unterirdisch;Linie;602;Bestand;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
29.01.13;3424.F101;;Fernwasser, unterirdisch;Linie;1602;Dritter;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
01.08.10;3424.F201;;Fernwasser, unterirdisch;Linie;602;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
21.12.09;3424.F901;;Fernwasser, unterirdisch;Linie;257;Planung;Ver-/Entsorgung;;Trinkwasser;Unterirdisch;;
01.11.08;3426.F001;2.5.3.3;Trinkwasser, Merkzeichen;Punkt;603;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3426.F101;2.5.3.3;Trinkwasser, Merkzeichen;Punkt;1603;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3426.F201;2.5.3.3;Trinkwasser, Merkzeichen;Punkt;603;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3426.F301;2.5.3.3;Trinkwasser, Merkzeichen;Punkt;603;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;3426.F901;2.5.3.3;Trinkwasser, Merkzeichen;Punkt;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3426.F001;;Trinkwasser, Merkzeichen;Text;604;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3426.F101;;Trinkwasser, Merkzeichen;Text;1604;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3426.F201;;Trinkwasser, Merkzeichen;Text;604;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3426.F301;;Trinkwasser, Merkzeichen;Text;604;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3426.F901;;Trinkwasser, Merkzeichen;Text;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;3427.F001;2.5.5.3;Trinkwasser, Hydrant, Oberflur;Punkt;603;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3427.F101;2.5.5.3;Trinkwasser, Hydrant, Oberflur;Punkt;1603;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3427.F201;2.5.5.3;Trinkwasser, Hydrant, Oberflur;Punkt;603;Digitalisiert;Ver-/Entsorgung;;Trinkwasser;;;
01.08.10;3427.F301;2.5.5.3;Trinkwasser, Hydrant, Oberflur;Punkt;603;Photogrammetrie/Laser;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;3427.F901;2.5.5.3;Trinkwasser, Hydrant, Oberflur;Punkt;249;Planung;Ver-/Entsorgung;;Trinkwasser;;;
01.11.08;3428.F001;2.5.5.4;Trinkwasser, Hydrant, Unterflur;Punkt;603;Bestand;Ver-/Entsorgung;;Trinkwasser;;;
29.01.13;3428.F101;2.5.5.4;Trinkwasser, Hydrant, Unterflur;Punkt;1603;Dritter;Ver-/Entsorgung;;Trinkwasser;;;
