Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Status;Objektart;Attribut Verkehr;Attribut Ver-/Entsorgung;Attribut Ver-/Entsorgung unterirdisch;;
29.01.13;5151.0100;;Geh- / Radweg;Linie;521;Dritter;Verkehr;Straße;;;;
01.08.10;5151.0200;;Geh- / Radweg;Linie;521;Digitalisiert;Verkehr;Straße;;;;
01.08.10;5151.0300;;Geh- / Radweg;Linie;521;Photogrammetrie/Laser;Verkehr;Straße;;;;
01.12.04;5151.0900;;Geh- / Radweg;Linie;207;Planung;Verkehr;Straße;;;;
01.11.03;5151.0000;2.3.1.23;Geh- / Radweg;Text;523;Bestand;Verkehr;Straße;;;;
29.01.13;5151.0100;2.3.1.23;Geh- / Radweg;Text;523;Dritter;Verkehr;Straße;;;;
01.08.10;5151.0200;2.3.1.23;Geh- / Radweg;Text;523;Digitalisiert;Verkehr;Straße;;;;
01.08.10;5151.0300;2.3.1.23;Geh- / Radweg;Text;523;Photogrammetrie/Laser;Verkehr;Straße;;;;
01.12.04;5151.0900;2.3.1.23;Geh- / Radweg;Text;207;Planung;Verkehr;Straße;;;;
01.11.03;5161.0000;;Radweg an Straßen;Linie;521;Bestand;Verkehr;Straße;;;;
29.01.13;5161.0100;;Radweg an Straßen;Linie;521;Dritter;Verkehr;Straße;;;;
01.08.10;5161.0200;;Radweg an Straßen;Linie;521;Digitalisiert;Verkehr;Straße;;;;
01.08.10;5161.0300;;Radweg an Straßen;Linie;521;Photogrammetrie/Laser;Verkehr;Straße;;;;
01.12.04;5161.0900;;Radweg an Straßen;Linie;207;Planung;Verkehr;Straße;;;;
01.11.03;5161.0000;2.3.1.24;Radweg an Straßen;Text;523;Bestand;Verkehr;Straße;;;;
29.01.13;5161.0100;2.3.1.24;Radweg an Straßen;Text;523;Dritter;Verkehr;Straße;;;;
01.08.10;5161.0200;2.3.1.24;Radweg an Straßen;Text;523;Digitalisiert;Verkehr;Straße;;;;
01.08.10;5161.0300;2.3.1.24;Radweg an Straßen;Text;523;Photogrammetrie/Laser;Verkehr;Straße;;;;
01.12.04;5161.0900;2.3.1.24;Radweg an Straßen;Text;207;Planung;Verkehr;Straße;;;;
29.01.13;5172.F001;2.5.4.9;Stützpfeiler, Fundament;Linie;506;Bestand;Ing. Bauwerke;;;;;
29.01.13;5172.F101;2.5.4.9;Stützpfeiler, Fundament;Linie;506;Dritter;Ing. Bauwerke;;;;;
29.01.13;5172.F201;2.5.4.9;Stützpfeiler, Fundament;Linie;506;Digitalisiert;Ing. Bauwerke;;;;;
29.01.13;5172.F301;2.5.4.9;Stützpfeiler, Fundament;Linie;506;Photogrammetrie/Laser;Ing. Bauwerke;;;;;
29.01.13;5172.F901;2.5.4.9;Stützpfeiler, Fundament;Linie;204;Planung;Ing. Bauwerke;;;;;
01.12.04;5172.F001;2.5.4.9;Stützpfeiler, Fundament;Punkt;506;Bestand;Ing. Bauwerke;;;;;
29.01.13;5172.F101;2.5.4.9;Stützpfeiler, Fundament;Punkt;506;Dritter;Ing. Bauwerke;;;;;
01.08.10;5172.F201;2.5.4.9;Stützpfeiler, Fundament;Punkt;506;Digitalisiert;Ing. Bauwerke;;;;;
01.08.10;5172.F301;2.5.4.9;Stützpfeiler, Fundament;Punkt;506;Photogrammetrie/Laser;Ing. Bauwerke;;;;;
01.12.04;5172.F901;2.5.4.9;Stützpfeiler, Fundament;Punkt;204;Planung;Ing. Bauwerke;;;;;
01.11.03;5173.0000;2.3.1.18;Hochbord;Linie;531;Bestand;Verkehr;Straße;;;;
29.01.13;5173.0100;2.3.1.18;Hochbord;Linie;531;Dritter;Verkehr;Straße;;;;
01.08.10;5173.0200;2.3.1.18;Hochbord;Linie;531;Digitalisiert;Verkehr;Straße;;;;
01.08.10;5173.0300;2.3.1.18;Hochbord;Linie;531;Photogrammetrie/Laser;Verkehr;Straße;;;;
01.12.04;5173.0900;2.3.1.18;Hochbord;Linie;207;Planung;Verkehr;Straße;;;;
01.11.03;5173.0000;2.3.1.18;Hochbord;Text;531;Bestand;Verkehr;Straße;;;;
29.01.13;5173.0100;2.3.1.18;Hochbord;Text;531;Dritter;Verkehr;Straße;;;;
01.08.10;5173.0200;2.3.1.18;Hochbord;Text;531;Digitalisiert;Verkehr;Straße;;;;
01.08.10;5173.0300;2.3.1.18;Hochbord;Text;531;Photogrammetrie/Laser;Verkehr;Straße;;;;
01.12.04;5173.0900;2.3.1.18;Hochbord;Text;207;Planung;Verkehr;Straße;;;;
01.11.03;5174.0000;2.3.1.19;Tiefbord;Linie;531;Bestand;Verkehr;Straße;;;;
29.01.13;5174.0100;2.3.1.19;Tiefbord;Linie;531;Dritter;Verkehr;Straße;;;;
01.08.10;5174.0200;2.3.1.19;Tiefbord;Linie;531;Digitalisiert;Verkehr;Straße;;;;
01.08.10;5174.0300;2.3.1.19;Tiefbord;Linie;531;Photogrammetrie/Laser;Verkehr;Straße;;;;
01.12.04;5174.0900;2.3.1.19;Tiefbord;Linie;207;Planung;Verkehr;Straße;;;;
01.11.03;5201.0000;3.2.8;Weg;Text;523;Bestand;Topographie;;;;;
29.01.13;5201.0100;3.2.8;Weg;Text;523;Dritter;Topographie;;;;;
01.08.10;5201.0200;3.2.8;Weg;Text;523;Digitalisiert;Topographie;;;;;
01.08.10;5201.0300;3.2.8;Weg;Text;523;Photogrammetrie/Laser;Topographie;;;;;
01.12.04;5201.0900;3.2.8;Weg;Text;213;Planung;Topographie;;;;;
01.11.03;5211.0000;2.3.1.20;Unbefestigter Weg;Linie;521;Bestand;Topographie;;;;;
29.01.13;5211.0100;2.3.1.20;Unbefestigter Weg;Linie;521;Dritter;Topographie;;;;;
01.08.10;5211.0200;2.3.1.20;Unbefestigter Weg;Linie;521;Digitalisiert;Topographie;;;;;
01.08.10;5211.0300;2.3.1.20;Unbefestigter Weg;Linie;521;Photogrammetrie/Laser;Topographie;;;;;
01.12.04;5211.0900;2.3.1.20;Unbefestigter Weg;Linie;207;Planung;Topographie;;;;;
01.11.03;5215.0000;2.3.1.21;Weg unter 1mm Kartenbreite, Pfad;Linie;521;Bestand;Topographie;;;;;
29.01.13;5215.0100;2.3.1.21;Weg unter 1mm Kartenbreite, Pfad;Linie;521;Dritter;Topographie;;;;;
01.08.10;5215.0200;2.3.1.21;Weg unter 1mm Kartenbreite, Pfad;Linie;521;Digitalisiert;Topographie;;;;;
01.08.10;5215.0300;2.3.1.21;Weg unter 1mm Kartenbreite, Pfad;Linie;521;Photogrammetrie/Laser;Topographie;;;;;
01.12.04;5215.0900;2.3.1.21;Weg unter 1mm Kartenbreite, Pfad;Linie;207;Planung;Topographie;;;;;
01.11.03;5227.0000;2.3.11.2;Furt;Punkt;561;Bestand;Topographie;Straße;;;;
29.01.13;5227.0100;2.3.11.2;Furt;Punkt;561;Dritter;Topographie;Straße;;;;
01.08.10;5227.0200;2.3.11.2;Furt;Punkt;561;Digitalisiert;Topographie;Straße;;;;
01.08.10;5227.0300;2.3.11.2;Furt;Punkt;561;Photogrammetrie/Laser;Topographie;Straße;;;;
01.12.04;5227.0900;2.3.11.2;Furt;Punkt;219;Planung;Topographie;Straße;;;;
01.11.03;5271.0000;2.3.1.7;Richtungspfeil geradeaus;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5271.0100;2.3.1.7;Richtungspfeil geradeaus;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5271.0200;2.3.1.7;Richtungspfeil geradeaus;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5271.0300;2.3.1.7;Richtungspfeil geradeaus;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5271.0900;2.3.1.7;Richtungspfeil geradeaus;Punkt;208;Planung;Schilder;;;;;
01.11.03;5272.0000;2.3.1.8;Richtungspfeil geradeaus und links ab;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5272.0100;2.3.1.8;Richtungspfeil geradeaus und links ab;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5272.0200;2.3.1.8;Richtungspfeil geradeaus und links ab;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5272.0300;2.3.1.8;Richtungspfeil geradeaus und links ab;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5272.0900;2.3.1.8;Richtungspfeil geradeaus und links ab;Punkt;208;Planung;Schilder;;;;;
01.11.03;5273.0000;2.3.1.9;Richtungspfeil geradeaus und rechts ab;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5273.0100;2.3.1.9;Richtungspfeil geradeaus und rechts ab;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5273.0200;2.3.1.9;Richtungspfeil geradeaus und rechts ab;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5273.0300;2.3.1.9;Richtungspfeil geradeaus und rechts ab;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5273.0900;2.3.1.9;Richtungspfeil geradeaus und rechts ab;Punkt;208;Planung;Schilder;;;;;
01.11.03;5274.0000;2.3.1.10;Richtungspfeil halblinks;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5274.0100;2.3.1.10;Richtungspfeil halblinks;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5274.0200;2.3.1.10;Richtungspfeil halblinks;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5274.0300;2.3.1.10;Richtungspfeil halblinks;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5274.0900;2.3.1.10;Richtungspfeil halblinks;Punkt;208;Planung;Schilder;;;;;
01.11.03;5275.0000;2.3.1.11;Richtungspfeil halbrechts;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5275.0100;2.3.1.11;Richtungspfeil halbrechts;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5275.0200;2.3.1.11;Richtungspfeil halbrechts;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5275.0300;2.3.1.11;Richtungspfeil halbrechts;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5275.0900;2.3.1.11;Richtungspfeil halbrechts;Punkt;208;Planung;Schilder;;;;;
01.11.03;5276.0000;2.3.1.12;Richtungspfeil links ab;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5276.0100;2.3.1.12;Richtungspfeil links ab;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5276.0200;2.3.1.12;Richtungspfeil links ab;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5276.0300;2.3.1.12;Richtungspfeil links ab;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5276.0900;2.3.1.12;Richtungspfeil links ab;Punkt;208;Planung;Schilder;;;;;
01.11.03;5277.0000;2.3.1.13;Richtungspfeil rechts ab;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5277.0100;2.3.1.13;Richtungspfeil rechts ab;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5277.0200;2.3.1.13;Richtungspfeil rechts ab;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5277.0300;2.3.1.13;Richtungspfeil rechts ab;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5277.0900;2.3.1.13;Richtungspfeil rechts ab;Punkt;208;Planung;Schilder;;;;;
01.11.03;5278.0000;2.3.1.14;Richtungspfeil links und rechts ab;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5278.0100;2.3.1.14;Richtungspfeil links und rechts ab;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5278.0200;2.3.1.14;Richtungspfeil links und rechts ab;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5278.0300;2.3.1.14;Richtungspfeil links und rechts ab;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5278.0900;2.3.1.14;Richtungspfeil links und rechts ab;Punkt;208;Planung;Schilder;;;;;
01.11.03;5279.0000;2.3.1.15;Vorankündigungspfeil;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5279.0100;2.3.1.15;Vorankündigungspfeil;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5279.0200;2.3.1.15;Vorankündigungspfeil;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5279.0300;2.3.1.15;Vorankündigungspfeil;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5279.0900;2.3.1.15;Vorankündigungspfeil;Punkt;208;Planung;Schilder;;;;;
01.12.04;5279.F001;;Richtungspfeil gerade, rechts, links;Punkt;524;Bestand;Schilder;;;;;
29.01.13;5279.F101;;Richtungspfeil gerade, rechts, links;Punkt;524;Dritter;Schilder;;;;;
01.08.10;5279.F201;;Richtungspfeil gerade, rechts, links;Punkt;524;Digitalisiert;Schilder;;;;;
01.08.10;5279.F301;;Richtungspfeil gerade, rechts, links;Punkt;524;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5279.F901;;Richtungspfeil gerade, rechts, links;Punkt;208;Planung;Schilder;;;;;
01.11.03;5281.0000;2.3.3.1;Hinweistafel, -zeichen, Ortsschild;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5281.0100;2.3.3.1;Hinweistafel, -zeichen, Ortsschild;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5281.0200;2.3.3.1;Hinweistafel, -zeichen, Ortsschild;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5281.0300;2.3.3.1;Hinweistafel, -zeichen, Ortsschild;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5281.0900;2.3.3.1;Hinweistafel, -zeichen, Ortsschild;Punkt;212;Planung;Schilder;;;;;
01.08.10;5281.F001;;Hinweistafel,- zeichen, Ortsschild, Rahmen;Linie;530;Bestand;Schilder;;;;;
29.01.13;5281.F101;;Hinweistafel,- zeichen, Ortsschild, Rahmen;Linie;530;Dritter;Schilder;;;;;
01.08.10;5281.F201;;Hinweistafel,- zeichen, Ortsschild, Rahmen;Linie;530;Digitalisiert;Schilder;;;;;
01.08.10;5281.F301;;Hinweistafel,- zeichen, Ortsschild, Rahmen;Linie;530;Photogrammetrie/Laser;Schilder;;;;;
01.08.10;5281.F901;;Hinweistafel,- zeichen, Ortsschild, Rahmen;Linie;212;Planung;Schilder;;;;;
01.12.07;5281.F001;;Hinweistafel,- zeichen, Ortsschild, Pfeil;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5281.F101;;Hinweistafel,- zeichen, Ortsschild, Pfeil;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5281.F201;;Hinweistafel,- zeichen, Ortsschild, Pfeil;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5281.F301;;Hinweistafel,- zeichen, Ortsschild, Pfeil;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.12.07;5281.F901;;Hinweistafel,- zeichen, Ortsschild, Pfeil;Punkt;212;Planung;Schilder;;;;;
01.12.04;5281.F001;;Hinweistafel,- zeichen, Ortsschild, Text;Text;523;Bestand;Schilder;;;;;
29.01.13;5281.F101;;Hinweistafel,- zeichen, Ortsschild, Text;Text;523;Dritter;Schilder;;;;;
01.08.10;5281.F201;;Hinweistafel,- zeichen, Ortsschild, Text;Text;523;Digitalisiert;Schilder;;;;;
01.08.10;5281.F301;;Hinweistafel,- zeichen, Ortsschild, Text;Text;523;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5281.F901;;Hinweistafel,- zeichen, Ortsschild, Text;Text;212;Planung;Schilder;;;;;
01.11.03;5282.0000;2.3.3.2;Wegweiser von besonderer Bedeutung;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5282.0100;2.3.3.2;Wegweiser von besonderer Bedeutung;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5282.0200;2.3.3.2;Wegweiser von besonderer Bedeutung;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5282.0300;2.3.3.2;Wegweiser von besonderer Bedeutung;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.08.10;5282.0900;2.3.3.2;Wegweiser von besonderer Bedeutung;Punkt;212;Planung;Schilder;;;;;
01.11.08;5283.F001;;Warnbake, 3 Streifen, links;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5283.F101;;Warnbake, 3 Streifen, links;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5283.F201;;Warnbake, 3 Streifen, links;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5283.F301;;Warnbake, 3 Streifen, links;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.11.08;5283.F901;;Warnbake, 3 Streifen, links;Punkt;212;Planung;Schilder;;;;;
01.11.08;5283.F002;;Warnbake, 3 Streifen, rechts;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5283.F102;;Warnbake, 3 Streifen, rechts;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5283.F202;;Warnbake, 3 Streifen, rechts;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5283.F302;;Warnbake, 3 Streifen, rechts;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.11.08;5283.F902;;Warnbake, 3 Streifen, rechts;Punkt;212;Planung;Schilder;;;;;
01.11.08;5283.F003;;Warnbake, 2 Streifen, links;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5283.F103;;Warnbake, 2 Streifen, links;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5283.F203;;Warnbake, 2 Streifen, links;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5283.F303;;Warnbake, 2 Streifen, links;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.11.08;5283.F903;;Warnbake, 2 Streifen, links;Punkt;212;Planung;Schilder;;;;;
01.11.08;5283.F004;;Warnbake, 2 Streifen, rechts;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5283.F104;;Warnbake, 2 Streifen, rechts;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5283.F204;;Warnbake, 2 Streifen, rechts;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5283.F304;;Warnbake, 2 Streifen, rechts;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.11.08;5283.F904;;Warnbake, 2 Streifen, rechts;Punkt;212;Planung;Schilder;;;;;
01.11.08;5283.F005;;Warnbake, 1 Streifen, links;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5283.F105;;Warnbake, 1 Streifen, links;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5283.F205;;Warnbake, 1 Streifen, links;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5283.F305;;Warnbake, 1 Streifen, links;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.11.08;5283.F905;;Warnbake, 1 Streifen, links;Punkt;212;Planung;Schilder;;;;;
01.11.08;5283.F006;;Warnbake, 1 Streifen, rechts;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5283.F106;;Warnbake, 1 Streifen, rechts;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5283.F206;;Warnbake, 1 Streifen, rechts;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5283.F306;;Warnbake, 1 Streifen, rechts;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.11.08;5283.F906;;Warnbake, 1 Streifen, rechts;Punkt;212;Planung;Schilder;;;;;
01.08.10;5283.F007;;Richtungstafel in Kurven links;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5283.F107;;Richtungstafel in Kurven links;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5283.F207;;Richtungstafel in Kurven links;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5283.F307;;Richtungstafel in Kurven links;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.08.10;5283.F907;;Richtungstafel in Kurven links;Punkt;212;Planung;Schilder;;;;;
01.08.10;5283.F008;;Richtungstafel in Kurven rechts;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5283.F108;;Richtungstafel in Kurven rechts;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5283.F208;;Richtungstafel in Kurven rechts;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5283.F308;;Richtungstafel in Kurven rechts;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.08.10;5283.F908;;Richtungstafel in Kurven rechts;Punkt;212;Planung;Schilder;;;;;
01.11.08;5284.0000;2.3.3.4;Verkehrsampel;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5284.0100;2.3.3.4;Verkehrsampel;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5284.0200;2.3.3.4;Verkehrsampel;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5284.0300;2.3.3.4;Verkehrsampel;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.11.08;5284.0900;2.3.3.4;Verkehrsampel;Punkt;212;Planung;Schilder;;;;;
01.11.03;5285.0000;2.3.2.1;Kilometerstein, Kilometertafel;Punkt;532;Bestand;Schilder;;;;;
29.01.13;5285.0100;2.3.2.1;Kilometerstein, Kilometertafel;Punkt;532;Dritter;Schilder;;;;;
01.08.10;5285.0200;2.3.2.1;Kilometerstein, Kilometertafel;Punkt;532;Digitalisiert;Schilder;;;;;
01.08.10;5285.0300;2.3.2.1;Kilometerstein, Kilometertafel;Punkt;532;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5285.0900;2.3.2.1;Kilometerstein, Kilometertafel;Punkt;261;Planung;Schilder;;;;;
01.11.03;5285.0000;2.3.2.1;Kilometerstein, Kilometertafel;Text;532;Bestand;Schilder;;;;;
29.01.13;5285.0100;2.3.2.1;Kilometerstein, Kilometertafel;Text;532;Dritter;Schilder;;;;;
01.08.10;5285.0200;2.3.2.1;Kilometerstein, Kilometertafel;Text;532;Digitalisiert;Schilder;;;;;
01.08.10;5285.0300;2.3.2.1;Kilometerstein, Kilometertafel;Text;532;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5285.0900;2.3.2.1;Kilometerstein, Kilometertafel;Text;261;Planung;Schilder;;;;;
01.11.03;5286.0000;2.3.3.3;Feststehendes Verkehrszeichen;Punkt;530;Bestand;Schilder;;;;;
29.01.13;5286.0100;2.3.3.3;Feststehendes Verkehrszeichen;Punkt;530;Dritter;Schilder;;;;;
01.08.10;5286.0200;2.3.3.3;Feststehendes Verkehrszeichen;Punkt;530;Digitalisiert;Schilder;;;;;
01.08.10;5286.0300;2.3.3.3;Feststehendes Verkehrszeichen;Punkt;530;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5286.0900;2.3.3.3;Feststehendes Verkehrszeichen;Punkt;212;Planung;Schilder;;;;;
01.08.10;5286.F001;;Feststehendes Verkehrszeichen, Rahmen;Linie;530;Bestand;Schilder;;;;;
29.01.13;5286.F101;;Feststehendes Verkehrszeichen, Rahmen;Linie;530;Dritter;Schilder;;;;;
01.08.10;5286.F201;;Feststehendes Verkehrszeichen, Rahmen;Linie;530;Digitalisiert;Schilder;;;;;
01.08.10;5286.F301;;Feststehendes Verkehrszeichen, Rahmen;Linie;530;Photogrammetrie/Laser;Schilder;;;;;
01.08.10;5286.F901;;Feststehendes Verkehrszeichen, Rahmen;Linie;212;Planung;Schilder;;;;;
01.12.04;5286.F001;;Feststehendes Verkehrszeichen, Text;Text;523;Bestand;Schilder;;;;;
29.01.13;5286.F101;;Feststehendes Verkehrszeichen, Text;Text;523;Dritter;Schilder;;;;;
01.08.10;5286.F201;;Feststehendes Verkehrszeichen, Text;Text;523;Digitalisiert;Schilder;;;;;
01.08.10;5286.F301;;Feststehendes Verkehrszeichen, Text;Text;523;Photogrammetrie/Laser;Schilder;;;;;
01.12.04;5286.F901;;Feststehendes Verkehrszeichen, Text;Text;212;Planung;Schilder;;;;;
01.11.03;5287.0000;2.3.3.7;Verkehrszeichenbrücke;Punkt;530;Bestand;Ing. Bauwerke;;;;;
29.01.13;5287.0100;2.3.3.7;Verkehrszeichenbrücke;Punkt;530;Dritter;Ing. Bauwerke;;;;;
01.08.10;5287.0200;2.3.3.7;Verkehrszeichenbrücke;Punkt;530;Digitalisiert;Ing. Bauwerke;;;;;
01.08.10;5287.0300;2.3.3.7;Verkehrszeichenbrücke;Punkt;530;Photogrammetrie/Laser;Ing. Bauwerke;;;;;
01.12.04;5287.0900;2.3.3.7;Verkehrszeichenbrücke;Punkt;212;Planung;Ing. Bauwerke;;;;;
01.12.04;5287.0001;;Verkehrszeichenbrücke, Verbindung;Linie;530;Bestand;Ing. Bauwerke;;;;;
29.01.13;5287.0101;;Verkehrszeichenbrücke, Verbindung;Linie;530;Dritter;Ing. Bauwerke;;;;;
01.08.10;5287.0201;;Verkehrszeichenbrücke, Verbindung;Linie;530;Digitalisiert;Ing. Bauwerke;;;;;
01.08.10;5287.0301;;Verkehrszeichenbrücke, Verbindung;Linie;530;Photogrammetrie/Laser;Ing. Bauwerke;;;;;
01.08.10;5287.0901;;Verkehrszeichenbrücke, Verbindung;Linie;212;Planung;Ing. Bauwerke;;;;;
01.08.10;5287.F001;;Verkehrszeichenbrücke, Rahmen;Linie;530;Bestand;Ing. Bauwerke;;;;;
29.01.13;5287.F101;;Verkehrszeichenbrücke, Rahmen;Linie;530;Dritter;Ing. Bauwerke;;;;;
01.08.10;5287.F201;;Verkehrszeichenbrücke, Rahmen;Linie;530;Digitalisiert;Ing. Bauwerke;;;;;
01.08.10;5287.F301;;Verkehrszeichenbrücke, Rahmen;Linie;530;Photogrammetrie/Laser;Ing. Bauwerke;;;;;
01.08.10;5287.F901;;Verkehrszeichenbrücke, Rahmen;Linie;212;Planung;Ing. Bauwerke;;;;;
01.12.04;5287.F001;;Verkehrszeichenbrücke, Text;Text;523;Bestand;Ing. Bauwerke;;;;;
29.01.13;5287.F101;;Verkehrszeichenbrücke, Text;Text;523;Dritter;Ing. Bauwerke;;;;;
01.08.10;5287.F201;;Verkehrszeichenbrücke, Text;Text;523;Digitalisiert;Ing. Bauwerke;;;;;
01.08.10;5287.F301;;Verkehrszeichenbrücke, Text;Text;523;Photogrammetrie/Laser;Ing. Bauwerke;;;;;
01.12.04;5287.F901;;Verkehrszeichenbrücke, Text;Text;212;Planung;Ing. Bauwerke;;;;;
01.11.03;5288.0000;2.3.3.8;Lichtzeichenbrücke;Punkt;530;Bestand;Ing. Bauwerke;;;;;
29.01.13;5288.0100;2.3.3.8;Lichtzeichenbrücke;Punkt;530;Dritter;Ing. Bauwerke;;;;;
01.08.10;5288.0200;2.3.3.8;Lichtzeichenbrücke;Punkt;530;Digitalisiert;Ing. Bauwerke;;;;;
01.08.10;5288.0300;2.3.3.8;Lichtzeichenbrücke;Punkt;530;Photogrammetrie/Laser;Ing. Bauwerke;;;;;
01.12.04;5288.0900;2.3.3.8;Lichtzeichenbrücke;Punkt;212;Planung;Ing. Bauwerke;;;;;
01.12.04;5288.0001;;Lichtzeichenbrücke, Verbindung;Linie;530;Bestand;Ing. Bauwerke;;;;;
29.01.13;5288.0101;;Lichtzeichenbrücke, Verbindung;Linie;530;Dritter;Ing. Bauwerke;;;;;
01.08.10;5288.0201;;Lichtzeichenbrücke, Verbindung;Linie;530;Digitalisiert;Ing. Bauwerke;;;;;
01.08.10;5288.0301;;Lichtzeichenbrücke, Verbindung;Linie;530;Photogrammetrie/Laser;Ing. Bauwerke;;;;;
01.08.10;5288.0901;;Lichtzeichenbrücke, Verbindung;Linie;212;Planung;Ing. Bauwerke;;;;;
01.08.10;5288.F001;;Lichtzeichenbrücke, Rahmen;Linie;530;Bestand;Ing. Bauwerke;;;;;
29.01.13;5288.F101;;Lichtzeichenbrücke, Rahmen;Linie;530;Dritter;Ing. Bauwerke;;;;;
01.08.10;5288.F201;;Lichtzeichenbrücke, Rahmen;Linie;530;Digitalisiert;Ing. Bauwerke;;;;;
