Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;CAD-Ebene
04.12.12;31001-3263;ALKIS-BB;[AX_Gebaeude] Tierschauhaus;Flaeche;0;126
04.12.12;31001-3264;ALKIS-BB;[AX_Gebaeude] Stall im Zoo;Flaeche;0;126
04.12.12;31001-3270;ALKIS-BB;[AX_Gebaeude] Gebäude im botanischen Garten;Flaeche;0;126
04.12.12;31001-3271;ALKIS-BB;[AX_Gebaeude] Empfangsgebäude des botanischen Gartens;Flaeche;0;126
04.12.12;31001-3272;ALKIS-BB;[AX_Gebaeude] Gewächshaus (Botanik);Flaeche;0;126
04.12.12;31001-3273;ALKIS-BB;[AX_Gebaeude] Pflanzenschauhaus;Flaeche;0;126
04.12.12;31001-3280;ALKIS-BB;[AX_Gebaeude] Gebäude für andere Erholungseinrichtung;Flaeche;0;126
04.12.12;31001-3281;ALKIS-BB;[AX_Gebaeude] Schutzhütte ;Flaeche;0;126
04.12.12;31001-3290;ALKIS-BB;[AX_Gebaeude] Touristisches Informationszentrum;Flaeche;0;126
04.12.12;31001-9998;ALKIS-BB;[AX_Gebaeude] Nach Quellenlage nicht zu spezifizieren;Flaeche;0;126
04.12.12;31002;ALKIS-BB;Textreferenz auf [AX_Bauteil];Text;1,8 / S / frei platzierbar;130
04.12.12;31002-1100;ALKIS-BB;[AX_Bauteil] Geringergeschossiger Gebäudeteil;Flaeche;0;133
04.12.12;31002-1200;ALKIS-BB;[AX_Bauteil] Höhergeschossiger Gebäudeteil (nicht Hochhaus);Flaeche;0;133
04.12.12;31002-1300;ALKIS-BB;[AX_Bauteil] Hochhausgebäudeteil;Flaeche;0;133
04.12.12;31002-1400;ALKIS-BB;[AX_Bauteil] Abweichende Geschosshöhe;Flaeche;0;133
04.12.12;31002-2000;ALKIS-BB;[AX_Bauteil] Keller;Flaeche;0;133
04.12.12;31002-2100;ALKIS-BB;[AX_Bauteil] Tiefgarage;Flaeche;0;133
04.12.12;31002-2300;ALKIS-BB;[AX_Bauteil] Loggia;Flaeche;0;133
04.12.12;31002-2350;ALKIS-BB;[AX_Bauteil] Wintergarten;Flaeche;0;133
04.12.12;31002-2400;ALKIS-BB;[AX_Bauteil] Arkade;Flaeche;0;133
04.12.12;31002-2500;ALKIS-BB;[AX_Bauteil] Auskragende/zurückspringende Geschosse;Flaeche;0;133
04.12.12;31002-2510;ALKIS-BB;[AX_Bauteil] Auskragende Geschosse;Flaeche;0;133
04.12.12;31002-2520;ALKIS-BB;[AX_Bauteil] Zurückspringende Geschosse;Flaeche;0;133
04.12.12;31002-2610;ALKIS-BB;[AX_Bauteil] Durchfahrt im Gebäude;Flaeche;0;133
04.12.12;31002-2620;ALKIS-BB;[AX_Bauteil] Durchfahrt an überbauter Verkehrsstraße;Flaeche;0;133
04.12.12;31002-2710;ALKIS-BB;[AX_Bauteil] Schornstein im Gebäude;Flaeche;0;133
04.12.12;31002-2720;ALKIS-BB;[AX_Bauteil] Turm im Gebäude;Flaeche;0;133
04.12.12;31002-9999;ALKIS-BB;[AX_Bauteil] Sonstiges;Flaeche;0;133
04.12.12;31003;ALKIS-BB;Textreferenz auf [AX_BesondereGebaeudelinie];Text;1,8 / S / frei platzierbar;130
04.12.12;31005;ALKIS-BB;Textreferenz auf [AX_BesondererGebaeudepunkt];Text;1,8 / S / frei platzierbar;130
04.12.12;31005;ALKIS-BB;[Besonderer Geb.punkt] Allgemein;Punkt;U01;126
04.12.12;31005-1100;ALKIS-BB;[Besonderer Geb.punkt] First;Punkt;U01;126
04.12.12;31005-1200;ALKIS-BB;[Besonderer Geb.punkt] Traufe;Punkt;U01;126
04.12.12;31005-2100;ALKIS-BB;[Besonderer Geb.punkt] Eingang (Erdgeschoßfußbodenhöhe);Punkt;U01;126
04.12.12;31005-2200;ALKIS-BB;[Besonderer Geb.punkt] Lichtschacht;Punkt;U01;126
04.12.12;41001;ALKIS-BB;[AX_Wohnbauflaeche] Allgemein;Flaeche;0;128
04.12.12;41001;ALKIS-BB;Textreferenz auf [AX_Wohnbauflaeche];Text;1,8 / S / frei platzierbar;130
04.12.12;41002;ALKIS-BB;Textreferenz auf [AX_IndustrieUndGewerbeflaeche];Text;1,8 / S / frei platzierbar;130
04.12.12;41002;ALKIS-BB;[AX_IndustrieUndGewerbe] Allgemein;Flaeche;0;128
04.12.12;41002-1400;ALKIS-BB;[AX_IndustrieUndGewerbe] Handel und Dienstleistung;Flaeche;0;128
04.12.12;41002-1410;ALKIS-BB;[AX_IndustrieUndGewerbe] Verwaltung;Flaeche;0;128
04.12.12;41002-1420;ALKIS-BB;[AX_IndustrieUndGewerbe] Bank Kredit;Flaeche;0;128
04.12.12;41002-1430;ALKIS-BB;[AX_IndustrieUndGewerbe] Versicherung;Flaeche;0;128
04.12.12;41002-1440;ALKIS-BB;[AX_IndustrieUndGewerbe] Handel;Flaeche;0;128
04.12.12;41002-1450;ALKIS-BB;[AX_IndustrieUndGewerbe] Ausstellung Messe;Flaeche;0;128
04.12.12;41002-1460;ALKIS-BB;[AX_IndustrieUndGewerbe] Beherbergung;Flaeche;0;128
04.12.12;41002-1470;ALKIS-BB;[AX_IndustrieUndGewerbe] Restauration;Flaeche;0;128
04.12.12;41002-1480;ALKIS-BB;[AX_IndustrieUndGewerbe] Vergnügung;Flaeche;0;128
04.12.12;41002-1490;ALKIS-BB;[AX_IndustrieUndGewerbe] Gärtnerei;Flaeche;0;128
04.12.12;41002-1700;ALKIS-BB;[AX_IndustrieUndGewerbe] Industrie und Gewerbe;Flaeche;0;128
04.12.12;41002-1701;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Industrie und Gewerbe;Flaeche;0;128
04.12.12;41002-1710;ALKIS-BB;[AX_IndustrieUndGewerbe] Produktion;Flaeche;0;128
04.12.12;41002-1720;ALKIS-BB;[AX_IndustrieUndGewerbe] Handwerk;Flaeche;0;128
04.12.12;41002-1730;ALKIS-BB;[AX_IndustrieUndGewerbe] Tankstelle;Flaeche;0;128
04.12.12;41002-1740;ALKIS-BB;[AX_IndustrieUndGewerbe] Lagerplatz;Flaeche;0;128
04.12.12;41002-1750;ALKIS-BB;[AX_IndustrieUndGewerbe] Transport;Flaeche;0;128
04.12.12;41002-1760;ALKIS-BB;[AX_IndustrieUndGewerbe] Forschung;Flaeche;0;128
04.12.12;41002-1770;ALKIS-BB;[AX_IndustrieUndGewerbe] Grundstoff;Flaeche;0;128
04.12.12;41002-1780;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebliche Sozialeinrichtung;Flaeche;0;128
04.12.12;41002-1790;ALKIS-BB;[AX_IndustrieUndGewerbe] Werft;Flaeche;0;128
04.12.12;41002-2500;ALKIS-BB;[AX_IndustrieUndGewerbe] Versorgungsanlage;Flaeche;0;128
04.12.12;41002-2501;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Versorgungsanlage;Flaeche;0;128
04.12.12;41002-2502;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Versorgungsanlage;Flaeche;0;128
04.12.12;41002-2510;ALKIS-BB;[AX_IndustrieUndGewerbe] Förderanlage;Flaeche;0;128
04.12.12;41002-2520;ALKIS-BB;[AX_IndustrieUndGewerbe] Wasserwerk;Flaeche;0;128
04.12.12;41002-2521;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Versorgungsanlage Wasser;Flaeche;0;128
04.12.12;41002-2522;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Versorgungsanlage Wasser;Flaeche;0;128
04.12.12;41002-2530;ALKIS-BB;[AX_IndustrieUndGewerbe] Kraftwerk;Flaeche;0;128
04.12.12;41002-2531;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Versorgungsanlage  Elektrizität;Flaeche;0;128
04.12.12;41002-2532;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Versorgungsanlage Elektrizität;Flaeche;0;128
04.12.12;41002-2540;ALKIS-BB;[AX_IndustrieUndGewerbe] Umspannstation;Flaeche;0;128
04.12.12;41002-2550;ALKIS-BB;[AX_IndustrieUndGewerbe] Raffinerie;Flaeche;0;128
04.12.12;41002-2551;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Versorgungsanlage Öl;Flaeche;0;128
04.12.12;41002-2552;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Versorganlage Öl;Flaeche;0;128
04.12.12;41002-2560;ALKIS-BB;[AX_IndustrieUndGewerbe] Gaswerk;Flaeche;0;128
04.12.12;41002-2561;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Versorgungsanlage Gas;Flaeche;0;128
04.12.12;41002-2562;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Versorgungsanlage Gas;Flaeche;0;128
04.12.12;41002-2570;ALKIS-BB;[AX_IndustrieUndGewerbe] Heizwerk;Flaeche;0;128
04.12.12;41002-2571;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Versorgungsanlage Wärme;Flaeche;0;128
04.12.12;41002-2572;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Versorgungsanlage Wärme;Flaeche;0;128
04.12.12;41002-2580;ALKIS-BB;[AX_IndustrieUndGewerbe] Funk- und Fernmeldeanlage;Flaeche;0;128
04.12.12;41002-2581;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Versorgungsanlage  Funk- und Fernmeldewesen;Flaeche;0;128
04.12.12;41002-2582;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Versorgungsanlage Funk- und Fernmeldewesen;Flaeche;0;128
04.12.12;41002-2600;ALKIS-BB;[AX_IndustrieUndGewerbe] Entsorgung;Flaeche;0;128
04.12.12;41002-2601;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Entsorgungsanlage;Flaeche;0;128
04.12.12;41002-2602;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Entsorgungsanlage;Flaeche;0;128
04.12.12;41002-2610;ALKIS-BB;[AX_IndustrieUndGewerbe] Kläranlage;Flaeche;0;128
04.12.12;41002-2611;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Entsorgungsanlage  Abwasserbeseitigung;Flaeche;0;128
04.12.12;41002-2612;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Entsorgungsanlage  Abwasserbeseitigung;Flaeche;0;128
04.12.12;41002-2620;ALKIS-BB;[AX_IndustrieUndGewerbe] Abfallbehandlungsanlage;Flaeche;0;128
04.12.12;41002-2621;ALKIS-BB;[AX_IndustrieUndGewerbe] Gebäude- und Freifläche Entsorgungsanlage Abfallbeseitigung;Flaeche;0;128
04.12.12;41002-2622;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Entsorgungsanlage  Abfallbeseitigung;Flaeche;0;128
04.12.12;41002-2623;ALKIS-BB;[AX_IndustrieUndGewerbe] Betriebsfläche Entsorgungsanlage  Schlamm;Flaeche;0;128
04.12.12;41002-2630;ALKIS-BB;[AX_IndustrieUndGewerbe] Deponie (oberirdisch);Flaeche;0;128
04.12.12;41002-2640;ALKIS-BB;[AX_IndustrieUndGewerbe] Deponie (untertägig);Flaeche;0;128
04.12.12;41003;ALKIS-BB;[AX_Halde] Ohne Ausprägung;Flaeche;0;128
04.12.12;41003;ALKIS-BB;Textreferenz auf [AX_Halde];Text;1,8 / S / frei platzierbar;130
04.12.12;41004;ALKIS-BB;[AX_Bergbaubetrieb] Allgemein;Flaeche;0;128
04.12.12;41004;ALKIS-BB;Textreferenz auf [AX_Bergbaubetrieb];Text;1,8 / S / frei platzierbar;130
04.12.12;41005;ALKIS-BB;[AX_TagebauGrubeSteinbruch] Allgemein;Flaeche;0;128
04.12.12;41005;ALKIS-BB;Textreferenz auf [AX_TagebauGrubeSteinbruch];Text;1,8 / S / frei platzierbar;130
04.12.12;41006;ALKIS-BB;Textreferenz auf [AX_FlaecheGemischterNutzung];Text;1,8 / S / frei platzierbar;130
04.12.12;41006;ALKIS-BB;[AX_FlaecheGemischterNutzung] Allgemein;Flaeche;0;128
04.12.12;41006-2100;ALKIS-BB;[AX_FlaecheGemischterNutzung] Gebäude- und Freifläche, Mischnutzung mit Wohnen;Flaeche;0;128
04.12.12;41006-2110;ALKIS-BB;[AX_FlaecheGemischterNutzung] Wohnen mit Öffentlich;Flaeche;0;128
04.12.12;41006-2120;ALKIS-BB;[AX_FlaecheGemischterNutzung] Wohnen mit Handel und Dienstleistungen;Flaeche;0;128
04.12.12;41006-2130;ALKIS-BB;[AX_FlaecheGemischterNutzung] Wohnen mit Gewerbe und Industrie;Flaeche;0;128
04.12.12;41006-2140;ALKIS-BB;[AX_FlaecheGemischterNutzung] Öffentlich mit Wohnen;Flaeche;0;128
04.12.12;41006-2150;ALKIS-BB;[AX_FlaecheGemischterNutzung] Handel und Dienstleistungen mit Wohnen;Flaeche;0;128
04.12.12;41006-2160;ALKIS-BB;[AX_FlaecheGemischterNutzung] Gewerbe und Industrie mit Wohnen;Flaeche;0;128
04.12.12;41006-2700;ALKIS-BB;[AX_FlaecheGemischterNutzung] Gebäude- und Freifläche Land- und Forstwirtschaft;Flaeche;0;128
04.12.12;41006-2710;ALKIS-BB;[AX_FlaecheGemischterNutzung] Wohnen;Flaeche;0;128
04.12.12;41006-2720;ALKIS-BB;[AX_FlaecheGemischterNutzung] Betrieb;Flaeche;0;128
04.12.12;41006-2730;ALKIS-BB;[AX_FlaecheGemischterNutzung] Wohnen und Betrieb;Flaeche;0;128
04.12.12;41006-6800;ALKIS-BB;[AX_FlaecheGemischterNutzung] Landwirtschaftliche Betriebsfläche;Flaeche;0;128
04.12.12;41006-7600;ALKIS-BB;[AX_FlaecheGemischterNutzung] Forstwirtschaftliche Betriebsfläche;Flaeche;0;128
04.12.12;41007;ALKIS-BB;Textreferenz auf [AX_FlaecheBesondererFunktionalerPraegung];Text;1,8 / S / frei platzierbar;130
04.12.12;41007;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Allgemein;Flaeche;0;128
04.12.12;41007-1100;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Öffentliche Zwecke;Flaeche;0;128
04.12.12;41007-1110;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Verwaltung;Flaeche;0;128
04.12.12;41007-1120;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Bildung und Forschung;Flaeche;0;128
04.12.12;41007-1130;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Kultur;Flaeche;0;128
04.12.12;41007-1140;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Religiöse Einrichtung;Flaeche;0;128
04.12.12;41007-1150;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Gesundheit, Kur;Flaeche;0;128
04.12.12;41007-1160;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Soziales;Flaeche;0;128
04.12.12;41007-1170;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Sicherheit und Ordnung;Flaeche;0;128
04.12.12;41007-1200;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Parken;Flaeche;0;128
04.12.12;41007-1300;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Historische Anlage;Flaeche;0;128
04.12.12;41007-1310;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Burg- Festungsanlage;Flaeche;0;128
04.12.12;41007-1320;ALKIS-BB;[AX_FlaecheBesondererFunktionalerPraegung] Schlossanlage;Flaeche;0;128
04.12.12;41008;ALKIS-BB;Textreferenz auf [AX_SportFreizeitUndErholungsflaeche];Text;1,8 / S / frei platzierbar;130
04.12.12;41008;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Allgemein;Flaeche;0;128
04.12.12;41008-4001;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Gebäude- und Freifläche Sport, Freizeit und Erholung;Flaeche;0;128
04.12.12;41008-4100;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Sportanlage;Flaeche;0;128
04.12.12;41008-4101;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Gebäude- u. Freifläche Erholung, Sport;Flaeche;0;128
04.12.12;41008-4110;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Golfplatz;Flaeche;0;128
04.12.12;41008-4120;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Sportplatz;Flaeche;0;128
04.12.12;41008-4130;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Rennbahn;Flaeche;0;128
04.12.12;41008-4140;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Reitplatz;Flaeche;0;128
04.12.12;41008-4150;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Schießanlage;Flaeche;0;128
04.12.12;41008-4160;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Eis-, Rollschuhbahn;Flaeche;0;128
04.12.12;41008-4170;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Tennisplatz;Flaeche;0;128
04.12.12;41008-4200;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Freizeitanlage;Flaeche;0;128
04.12.12;41008-4210;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Zoo;Flaeche;0;128
04.12.12;41008-4211;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Gebäude- u. Freifläche Erholung, Zoologie;Flaeche;0;128
04.12.12;41008-4220;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Safaripark, Wildpark;Flaeche;0;128
04.12.12;41008-4230;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Freizeitpark;Flaeche;0;128
04.12.12;41008-4240;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Freilichttheater;Flaeche;0;128
04.12.12;41008-4250;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Freilichtmuseum;Flaeche;0;128
04.12.12;41008-4260;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Autokino, Freilichtkino;Flaeche;0;128
04.12.12;41008-4270;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Verkehrsübungsplatz;Flaeche;0;128
04.12.12;41008-4280;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Hundeübungsplatz;Flaeche;0;128
04.12.12;41008-4290;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Modellflugplatz;Flaeche;0;128
04.12.12;41008-4300;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Erholungsfläche;Flaeche;0;128
04.12.12;41008-4301;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Gebäude- und Freifläche Erholung;Flaeche;0;128
04.12.12;41008-4310;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Wochenend- und Ferienhausfläche;Flaeche;0;128
04.12.12;41008-4320;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Schwimmbad, Freibad;Flaeche;0;128
04.12.12;41008-4321;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Gebäude- u. Freifläche Erholung, Bad;Flaeche;0;128
04.12.12;41008-4330;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Campingplatz;Flaeche;0;128
04.12.12;41008-4331;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Gebäude- u. Freifläche Erholung, Camping;Flaeche;0;128
04.12.12;41008-4400;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Grünanlage;Flaeche;0;128
04.12.12;41008-4410;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Grünfläche;Flaeche;0;128
04.12.12;41008-4420;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Park;Flaeche;0;128
04.12.12;41008-4430;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Botanischer Garten;Flaeche;0;128
04.12.12;41008-4431;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Gebäude- u. Freifläche Erholung, Botanik;Flaeche;0;128
04.12.12;41008-4440;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Kleingarten;Flaeche;0;128
04.12.12;41008-4450;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Wochenendplatz;Flaeche;0;128
04.12.12;41008-4460;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Garten;Flaeche;0;128
04.12.12;41008-4470;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Spielplatz, Bolzplatz;Flaeche;0;128
04.12.12;41008-9999;ALKIS-BB;[AX_SportFreizeitUndErholungsflaeche] Sonstiges;Flaeche;0;128
04.12.12;41009;ALKIS-BB;Textreferenz auf [AX_Friedhof];Text;1,8 / S / frei platzierbar;130
04.12.12;41009;ALKIS-BB;[AX_Friedhof] ohne funktionale Ausprägung;Flaeche;0;128
04.12.12;41009-9401;ALKIS-BB;[AX_Friedhof] Gebäude- und Freifläche Friedhof;Flaeche;0;128
04.12.12;41009-9402;ALKIS-BB;[AX_Friedhof] Friedhof (ohne Gebäude);Flaeche;0;128
04.12.12;41009-9403;ALKIS-BB;[AX_Friedhof] Friedhof (Park);Flaeche;0;128
04.12.12;41009-9404;ALKIS-BB;[AX_Friedhof] Historischer Friedhof;Flaeche;0;128
04.12.12;42001;ALKIS-BB;Textreferenz auf [AX_Strassenverkehr];Text;1,8 / S / frei platzierbar;130
04.12.12;42001;ALKIS-BB;[AX_Strassenverkehr] Allgemein;Flaeche;0;128
04.12.12;42001-2311;ALKIS-BB;[AX_Strassenverkehr] Gebäude- und Freifläche zu Verkehrsanlagen, Straße;Flaeche;0;128
04.12.12;42001-2312;ALKIS-BB;[AX_Strassenverkehr] Verkehrsbegleitfläche Straße;Flaeche;0;128
04.12.12;42001-2313;ALKIS-BB;[AX_Strassenverkehr] Straßenentwässerungsanlage;Flaeche;0;128
04.12.12;42001-5130;ALKIS-BB;[AX_Strassenverkehr] Fußgängerzone;Flaeche;0;128
04.12.12;42006;ALKIS-BB;Textreferenz auf [AX_Weg];Text;1,8 / S / frei platzierbar;130
04.12.12;42006;ALKIS-BB;[AX_Weg] Allgemein;Flaeche;0;128
04.12.12;42006-5210;ALKIS-BB;[AX_Weg] Fahrweg;Flaeche;0;128
04.12.12;42006-5211;ALKIS-BB;[AX_Weg] Hauptwirtschaftsweg;Flaeche;0;128
04.12.12;42006-5212;ALKIS-BB;[AX_Weg] Wirtschaftsweg;Flaeche;0;128
04.12.12;42006-5220;ALKIS-BB;[AX_Weg] Fußweg;Flaeche;0;128
04.12.12;42006-5230;ALKIS-BB;[AX_Weg] Gang;Flaeche;0;128
04.12.12;42006-5240;ALKIS-BB;[AX_Weg] Radweg;Flaeche;0;128
04.12.12;42006-5250;ALKIS-BB;[AX_Weg] Rad- und Fußweg;Flaeche;0;128
04.12.12;42006-5260;ALKIS-BB;[AX_Weg] Reitweg;Flaeche;0;128
04.12.12;42006-9999;ALKIS-BB;[AX_Weg] Sonstiges;Flaeche;0;128
04.12.12;42009;ALKIS-BB;Textreferenz auf [AX_Platz];Text;1,8 / S / frei platzierbar;130
04.12.12;42009;ALKIS-BB;[AX_Platz] Allgemein;Flaeche;0;128
04.12.12;42009-5130;ALKIS-BB;[AX_Platz] Fußgängerzone;Flaeche;0;128
04.12.12;42009-5310;ALKIS-BB;[AX_Platz] Parkplatz;Flaeche;0;128
04.12.12;42009-5320;ALKIS-BB;[AX_Platz] Rastplatz;Flaeche;0;128
04.12.12;42009-5330;ALKIS-BB;[AX_Platz] Raststätte;Flaeche;0;128
04.12.12;42009-5340;ALKIS-BB;[AX_Platz] Marktplatz;Flaeche;0;128
04.12.12;42009-5350;ALKIS-BB;[AX_Platz] Festplatz;Flaeche;0;128
04.12.12;42010;ALKIS-BB;Textreferenz auf [AX_Bahnverkehr];Text;1,8 / S / frei platzierbar;130
04.12.12;42010;ALKIS-BB;[AX_Bahnverkehr] Allgemein;Flaeche;0;128
04.12.12;42010-2321;ALKIS-BB;[AX_Bahnverkehr] Gebäude- und Freifläche zu Verkehrsanlagen, Schiene;Flaeche;0;128
04.12.12;42010-2322;ALKIS-BB;[AX_Bahnverkehr] Verkehrsbegleitfläche Bahnverkehr;Flaeche;0;128
04.12.12;42015;ALKIS-BB;Textreferenz auf [AX_Flugverkehr];Text;1,8 / S / frei platzierbar;130
04.12.12;42015;ALKIS-BB;[AX_Flugverkehr] Allgemein;Flaeche;0;128
04.12.12;42015-5501;ALKIS-BB;[AX_Flugverkehr] Gebäude- und Freifläche zu Verkehrsanlagen, Luftfahrt;Flaeche;0;128
04.12.12;42016;ALKIS-BB;Textreferenz auf [AX_Schiffsverkehr];Text;1,8 / S / frei platzierbar;130
04.12.12;42016;ALKIS-BB;[AX_Schiffsverkehr] Allgemein;Flaeche;0;128
04.12.12;42016-2341;ALKIS-BB;[AX_Schiffsverkehr] Gebäude und Freifläche zu Verkehrsanlagen, Schifffahrt;Flaeche;0;128
04.12.12;42016-5610;ALKIS-BB;[AX_Schiffsverkehr] Hafenanlage (Landfläche);Flaeche;0;128
04.12.12;42016-5620;ALKIS-BB;[AX_Schiffsverkehr] Schleuse (Landfläche);Flaeche;0;128
04.12.12;42016-5630;ALKIS-BB;[AX_Schiffsverkehr] Anlegestelle;Flaeche;0;128
04.12.12;42016-5640;ALKIS-BB;[AX_Schiffsverkehr] Fähranlage;Flaeche;0;128
04.12.12;43001;ALKIS-BB;Textreferenz auf [AX_Landwirtschaft];Text;1,8 / S / frei platzierbar;130
04.12.12;43001;ALKIS-BB;[AX_Landwirtschaft] Allgemein;Flaeche;0;128
04.12.12;43001-1010;ALKIS-BB;[AX_Landwirtschaft] Ackerland;Flaeche;0;128
04.12.12;43001-1011;ALKIS-BB;[AX_Landwirtschaft] Streuobstacker;Flaeche;0;128
04.12.12;43001-1012;ALKIS-BB;[AX_Landwirtschaft] Hopfen;Flaeche;0;128
04.12.12;43001-1013;ALKIS-BB;[AX_Landwirtschaft] Spargel;Flaeche;0;128
04.12.12;43001-1020;ALKIS-BB;[AX_Landwirtschaft] Grünland;Flaeche;0;128
04.12.12;43001-1021;ALKIS-BB;[AX_Landwirtschaft] Streuobstwiese;Flaeche;0;128
04.12.12;43001-1030;ALKIS-BB;[AX_Landwirtschaft] Gartenland;Flaeche;0;128
04.12.12;43001-1031;ALKIS-BB;[AX_Landwirtschaft] Baumschule;Flaeche;0;128
04.12.12;43001-1040;ALKIS-BB;[AX_Landwirtschaft] Weingarten;Flaeche;0;128
04.12.12;43001-1050;ALKIS-BB;[AX_Landwirtschaft] Obstplantage;Flaeche;0;128
04.12.12;43001-1051;ALKIS-BB;[AX_Landwirtschaft] Obstbaumplantage;Flaeche;0;128
04.12.12;43001-1052;ALKIS-BB;[AX_Landwirtschaft] Obststrauchplantage;Flaeche;0;128
04.12.12;43001-1200;ALKIS-BB;[AX_Landwirtschaft] Brachland;Flaeche;0;128
04.12.12;43002;ALKIS-BB;Textreferenz auf [AX_Wald];Text;1,8 / S / frei platzierbar;130
04.12.12;43002;ALKIS-BB;[AX_Wald] Allgemein;Flaeche;0;128
04.12.12;43002-1100;ALKIS-BB;[AX_Wald] Laubholz;Flaeche;0;128
04.12.12;43002-1200;ALKIS-BB;[AX_Wald] Nadelholz;Flaeche;0;128
04.12.12;43002-1300;ALKIS-BB;[AX_Wald] Laub- und Nadelholz;Flaeche;0;128
04.12.12;43002-1310;ALKIS-BB;[AX_Wald] Laubwald mit Nadelholz;Flaeche;0;128
