Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Farbe;Block;Neue Ordnerstruktur
22.09.2016;V8003.6001;;Baufeld;Punkt;X01;19;9;Absteckung
22.09.2016;V8003.6L01;;Baufeld;Linie;0;19;;Absteckung
22.09.2016;V8099.6T01;;Beschriftung Baukontrolle;Text;;19;9;Baukontrolle
22.09.2016;V8050.6001;;Erdplanum;Punkt;C27;19;9;Baukontrolle
22.09.2016;V8050.6L01;;Erdplanum;Linie;0;19;;Baukontrolle
22.09.2016;V8051.6001;;HGT (Hydraulisch gebundene Tragschicht) ;Punkt;C27;19;9;Baukontrolle
22.09.2016;V8051.6L01;;HGT (Hydraulisch gebundene Tragschicht) ;Linie;0;19;;Baukontrolle
22.09.2016;V8052.6001;;Frostschutz;Punkt;C27;19;9;Baukontrolle
22.09.2016;V8052.6L01;;Frostschutz;Linie;0;19;;Baukontrolle
22.09.2016;V8053.6001;;Funationsschicht;Punkt;C27;19;9;Baukontrolle
22.09.2016;V8053.6L01;;Funationsschicht;Linie;0;19;;Baukontrolle
22.09.2016;V8054.6001;;Tragschicht;Punkt;C27;19;9;Baukontrolle
22.09.2016;V8054.6L01;;Tragschicht;Linie;0;19;;Baukontrolle
22.09.2016;V8055.6001;;Binder;Punkt;C27;19;9;Baukontrolle
22.09.2016;V8055.6L01;;Binder;Linie;0;19;;Baukontrolle
22.09.2016;V8056.6001;;Decke;Punkt;C27;19;9;Baukontrolle
22.09.2016;V8056.6L01;;Decke;Linie;0;19;;Baukontrolle
22.09.2016;V8098.6T01;;Beschriftung Freie Ebene;Text;;19;9;Freie Ebene
22.09.2016;V8057.6001;;Freie Ebene 8057;Punkt;X01;19;9;Freie Ebene
22.09.2016;V8057.6L01;;Freie Ebene 8057;Linie;0;19;;Freie Ebene
22.09.2016;V8058.6001;;Freie Ebene 8058;Punkt;X01;19;9;Freie Ebene
22.09.2016;V8058.6L01;;Freie Ebene 8058;Linie;0;19;;Freie Ebene
22.09.2016;V8059.6001;;Freie Ebene 8059;Punkt;X01;19;9;Freie Ebene
22.09.2016;V8059.6L01;;Freie Ebene 8059;Linie;0;19;;Freie Ebene
22.09.2016;V8060.6001;;Freie Ebene 8060;Punkt;X01;19;9;Freie Ebene
22.09.2016;V8060.6L01;;Freie Ebene 8060;Linie;0;19;;Freie Ebene
22.09.2016;V8061.6001;;Freie Ebene 8061;Punkt;X01;19;9;Freie Ebene
22.09.2016;V8061.6L01;;Freie Ebene 8061;Linie;0;19;;Freie Ebene
22.09.2016;V8004.6T01;;Beschriftung Bauüberwachung;Text;;19;9;Bauüberwachung
22.09.2016;V8005.6001;;Felshoriziont;Punkt;X98;12;9;Bauüberwachung
22.09.2016;V8005.6L01;;Felshoriziont;Linie;0;12;;Bauüberwachung
22.09.2016;V8006.6001;;Spundwand;Punkt;X01;11;9;Bauüberwachung
22.09.2016;V8006.6L01;;Spundwand;Linie;0;11;;Bauüberwachung
22.09.2016;V8007.6T01;;Beschriftung Sonstiges;Text;;19;9;Sonstiges
22.09.2016;V8469.6001;;Standpunkt;Punkt;X99;8;9;Sonstiges
22.09.2016;V8008.6001;;Kontrollpunkte;Punkt;X98;8;9;Sonstiges
22.09.2016;V8011.6L01;;Böschungsschraffe;Linie;0;19;;
22.09.2016;99999.9999;;Sonstiges;Punkt;;;;
22.09.2016;99999.9999;;Sonstiges;Linie;;;;
22.09.2016;99999.9999;;Sonstiges;Flaeche;;;;
22.09.2016;99999.9999;;Sonstiges;Text;;;;
