Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Ebene;Bemerkung;Kategorie I;Kategorie II
25.09.2012;44001-8410;;Fleet;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44001-8410;;Fleet;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44001-8500;;Bach;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44001-8500;;Bach;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44005-0000;;Hafenbecken;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44005-0000;;Hafenbecken;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
26.09.2014;44005-0000;;[PPO] Hafenbecken;Punkt;P17;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44005-8810;;Sportboothafenbecken;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44005-8810;;Sportboothafenbecken;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-0000;;StehendesGewaesser;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-0000;;StehendesGewaesser;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
26.09.2014;44006-0000;;[PPO] StehendesGewaesser;Punkt;u15;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8610;;See;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8610;;See;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8620;;Teich;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8620;;Teich;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8630;;Stausee;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8630;;Stausee;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8631;;Speicherbecken;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8631;;Speicherbecken;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8640;;Baggersee;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-8640;;Baggersee;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-9999;;Sonstiges;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44006-9999;;Sonstiges;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44007-0000;;Meer;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44007-0000;;Meer;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
26.09.2014;44007-0000;;[PPO] Meer;Punkt;R70;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44007-8710;;Kuestengewaesser;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44007-8710;;Kuestengewaesser;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44007-8720;;Flussmuendungstrichter;Linie;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;44007-8720;;Flussmuendungstrichter;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-0000;;BauwerkOderAnlageFuerIndustrieUndGewerbe;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1210;;Klaerbecken;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1215;;Solarzellen;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1220;;Windrad;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1240;;Wasserrad;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1250;;Mast;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1260;;Funkmast;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1270;;Antenne;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1280;;Radioteleskop;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1290;;Schornstein, Schlott, Esse;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1310;;Stollenmundloch;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1320;;Schachtoeffnung;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1330;;Kran;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1331;;Drehkran;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1332;;Portalkran;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1333;;Laufkran, Brueckenlaufkran;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1340;;Trockendock;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1350;;Hochofen;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1360;;Merkzeichen, Merkstein;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1370;;Hydrant;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1371;;Oberflurhydrant;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1372;;Unterflurhydrant;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1380;;Schieberkappe;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1390;;Einsteigeschacht;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-1400;;Umformer;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51002-9999;;Sonstiges;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-0000;;Transportanlage;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-0000;;Transportanlage;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1110;;Erdoel;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1110;;Erdoel;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1120;;Gas;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1120;;Gas;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1130;;Wasser;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1130;;Wasser;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1131;;Trinkwasser;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1131;;Trinkwasser;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1132;;Brauchwasser;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1132;;Brauchwasser;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1133;;Abwasser;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1133;;Abwasser;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1140;;Fernwaerme;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51004-1140;;Fernwaerme;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51005-0000;;Leitung;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51005-0000;;[PPO] Leitung;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51005-1110;;Freileitung;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51005-1111;;Erdkabel;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-0000;;BauwerkOderAnlageFuerSportFreizeitUndErholung;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
26.09.2014;51006-0000;;[PPO]BauwerkOderAnlageFuerSportFreizeitUndErholung;Punkt;Q12;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1410;;Spielfeld;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1411;;Hartplatz;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1412;;Rasenplatz;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1420;;Rennbahn,Laufbahn,Gelaeuf;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1430;;Zuschauertribuene;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1431;;Zuschauertribuene ueberdacht;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1432;;Zuschauertribuene nicht ueberdacht;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1440;;Stadion;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1450;;Schwimmbecken;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1460;;Liegewiese;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1470;;Sprungschanze (Anlauf);Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1480;;Schiessanlage;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1490;;Gradierwerk;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-1510;;Wieldgehege;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51006-9999;;Sonstiges;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-0000;;HistorischesBauwerkOderHistorischeEinrichtung;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
26.09.2014;51007-0000;;[PPO] HistorischesBauwerkOderHistorischeEinrichtung;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1000;;Grab;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1010;;Gross¸steingrab (Dolmen), Huenenbett;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1020;;Grabhuegel (Huegelgrab);Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1100;;Wasserleitung;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1110;;Aquaedukt;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1200;;Befestigung (Wall, Graben);Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1210;;Wachtturm (roemisch), Warte;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1300;;Steinmal;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1400;;Befestigung (Burgruine);Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1410;;Burg (Fliehburg, Ringwall);Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1420;;Schanze;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1430;;Lager;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1500;;Historische Mauer;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1510;;Stadtmauer;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-1520;;Sonstige historische Mauer;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51007-9999;;Sonstiges;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51009-0000;;SonstigesBauwerkOderSonstigeEinrichtung;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51009-0000;;SonstigesBauwerkOderSonstigeEinrichtung;Flaeche;0;1040;;Lageplan Bestand;Import ALKIS NAS
26.09.2014;51009-0000;;[PPO] SonstigesBauwerkOderSonstigeEinrichtung;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;51011-0000;;BesondererBauwerkspunkt;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-0000;;BauwerkImVerkehrsbereich;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
26.09.2014;53001-0000;;[PPO] BauwerkImVerkehrsbereich;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1800;;Bruecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1801;;Mehrstoeckige Bruecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1802;;Bogenbruecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1803;;Haengebruecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1805;;Drehbruecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1807;;Hebebruecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1808;;Zugbruecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1810;;Landebruecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1820;;Steg;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1840;;Brueckenpfeiler;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1845;;Widerlager;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1850;;Brueckenjoch;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1870;;Tunnel, Unterfuehrung;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1880;;Schutzgalerie;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1890;;Schleusenkammer;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1900;;Durchfahrt;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-1910;;Anflugbefeuerung;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53001-9999;;Sonstiges;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-0000;;Strassenverkehrsanlage;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-0000;;Strassenverkehrsanlage;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-1000;;Fahrbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-1000;;Fahrbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-1010;;Fahrbahnbegrenzungslinie;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-1010;;Fahrbahnbegrenzungslinie;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-1011;;Fahrbahnbegrenzungslinie, ueberdeckt;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-1011;;Fahrbahnbegrenzungslinie, ueberdeckt;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-2000;;Furt;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-2000;;Furt;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-3000;;Autobahnknoten;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-3000;;Autobahnknoten;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-3001;;Kreuz;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-3001;;Kreuz;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-3002;;Dreieck;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-3002;;Dreieck;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-3003;;Anschlussstelle;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-3003;;Anschlussstelle;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-9999;;Sonstiges;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53002-9999;;Sonstiges;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-0000;;WegPfadSteig;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-0000;;WegPfadSteig;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1103;;Fussweg;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1103;;Fussweg;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1103;;Fussweg;Flaeche;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1105;;Karren- und Ziehweg;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1105;;Karren- und Ziehweg;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1106;;Radweg;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1106;;Radweg;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1106;;Radweg;Flaeche;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1107;;Reitweg;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1107;;Reitweg;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1108;;Wattenweg;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1108;;Wattenweg;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1109;;(Kletter-)Steig im Gebirge;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1109;;(Kletter-)Steig im Gebirge;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1110;;Rad- und Fussweg;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1110;;Rad- und Fussweg;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1110;;Rad- und Fussweg;Flaeche;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1111;;Skaterstrecke;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53003-1111;;Skaterstrecke;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-0000;;Bahnverkehrsanlage;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-0000;;Bahnverkehrsanlage;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1010;;Bahnhof;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1010;;Bahnhof;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1020;;Haltstelle;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1020;;Haltstelle;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1030;;Haltepunkt;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1030;;Haltepunkt;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1100;;Eisenbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1100;;Eisenbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1102;;Gueterverkehr;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1102;;Gueterverkehr;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1104;;S-Bahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1104;;S-Bahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1200;;Stadtbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1200;;Stadtbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1201;;Strassenbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1201;;Strassenbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1202;;U-Bahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1202;;U-Bahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1300;;Bergbahn, Seilbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1300;;Bergbahn, Seilbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1301;;Zahnradbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1301;;Zahnradbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1302;;Standseilbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1302;;Standseilbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1400;;Museumsbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1400;;Museumsbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1500;;Bahn im Freizeitpark;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1500;;Bahn im Freizeitpark;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1600;;Magnetschwebebahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-1600;;Magnetschwebebahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-9999;;Sonstiges;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53004-9999;;Sonstiges;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53005-0000;;SeilbahnSchwebebahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
26.09.2014;53005-0000;;[PPO ] SeilbahnSchwebebahn;Punkt;d12;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53005-2100;;Luftseilbahn, Grosskabinenbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53005-2200;;Kabinenbahn, Umlaufseilbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53005-2300;;Sessellift;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53005-2400;;Ski-, Schlepplift;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53005-2500;;Schwebebahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53005-2600;;Materiealseilbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-0000;;Gleis;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-0000;;Gleis;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1100;;Eisenbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1100;;Eisenbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1102;;Gueterverkehr;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1102;;Gueterverkehr;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1104;;S-Bahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1104;;S-Bahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1200;;Stadtbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1200;;Stadtbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1201;;Strassenbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1201;;Strassenbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1202;;U-Bahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1202;;U-Bahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1300;;Bergbahn, Seilbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1300;;Bergbahn, Seilbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1301;;Zahnradbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1301;;Zahnradbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1302;;Standseilbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1302;;Standseilbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1400;;Museumsbahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1400;;Museumsbahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1500;;Bahn im Freizeitpark;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1500;;Bahn im Freizeitpark;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1600;;Magnetschwebebahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-1600;;Magnetschwebebahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-9999;;Sonstiges;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53006-9999;;Sonstiges;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53007-0000;;Flugverkehrsanlage;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53007-0000;;Flugverkehrsanlage;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53007-1310;;Startbahn, Landebahn;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53007-1310;;Startbahn, Landebahn;Linie;0;1040;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;53007-1320;;Zurollbahn, Taxiway;Punkt;15;1040;;Lageplan Bestand;Import ALKIS NAS
