;#231.3014;;Bord+Rinne (Gosse);Linie;3400;
24.06.02;#231.3014;;Linienpunkt Bord+Rinne (Gosse);Punkt;3400;
;#231.3015;;Bord+Rinne (Gosse) links;Linie;3401;
24.06.02;#231.3015;;Linienpunkt Bord+Rinne (Gosse) links;Punkt;3401;
;#231.3016;;Bord+Rinne (Gosse) rechts;Linie;3402;
24.06.02;#231.3016;;Linienpunkt Bord+Rinne (Gosse) rechts;Punkt;3402;
;#231.3017;;Bord+1-rh.Rinne (Gosse);Linie;3410;
24.06.02;#231.3017;;Linienpunkt Bord+1-rh.Rinne (Gosse);Punkt;3410;
;#231.3018;; Bord+1-rh.Rinne (Gosse) links;Linie;3411;
24.06.02;#231.3018;;Linienpunkt Bord+1-rh.Rinne (Gosse) links;Punkt;3411;
;#231.3019;;Bord+1-rh.Rinne (Gosse) rechts;Linie;3412;
24.06.02;#231.3019;;Linienpunkt Bord+1-rh.Rinne (Gosse) rechts;Punkt;3412;
;#231.3020;;Bord+2-rh.Rinne (Gosse);Linie;3420;
24.06.02;#231.3020;;Linienpunkt Bord+2-rh.Rinne (Gosse);Punkt;3420;
;#231.3021;;Bord+2-rh.Rinne (Gosse) links;Linie;3421;
24.06.02;#231.3021;;Linienpunkt Bord+2-rh.Rinne (Gosse) links;Punkt;3421;
;#231.3022;; Bord+2-rh.Rinne (Gosse) rechts;Linie;3422;
24.06.02;#231.3022;;Linienpunkt Bord+2-rh.Rinne (Gosse) rechts;Punkt;3422;
;#231.3023;;Bord+3-rh.Rinne (Gosse);Linie;3430;
24.06.02;#231.3023;;Linienpunkt Bord+3-rh.Rinne (Gosse);Punkt;3430;
;#231.3024;;Bord+3-rh.Rinne (Gosse) links;Linie;3431;
24.06.02;#231.3024;;Linienpunkt Bord+3-rh.Rinne (Gosse) links;Punkt;3431;
;#231.3025;;Bord+3-rh.Rinne (Gosse) rechts;Linie;3432;
24.06.02;#231.3025;;Linienpunkt Bord+3-rh.Rinne (Gosse) rechts;Punkt;3432;
;#231.3026;;Bord+4-rh.Rinne (Gosse);Linie;3440;
24.06.02;#231.3026;;Linienpunkt Bord+4-rh.Rinne (Gosse);Punkt;3440;
;#231.3027;;Bord+4-rh.Rinne (Gosse) links;Linie;3441;
24.06.02;#231.3027;;Linienpunkt Bord+4-rh.Rinne (Gosse) links;Punkt;3441;
;#231.3028;;Bord+4-rh.Rinne (Gosse) rechts;Linie;3442;
24.06.02;#231.3028;;Linienpunkt Bord+4-rh.Rinne (Gosse) rechts;Punkt;3442;
;#231.3029;;Bord+5-rh.Rinne (Gosse);Linie;3450;
24.06.02;#231.3029;;Linienpunkt Bord+5-rh.Rinne (Gosse);Punkt;3450;
;#231.3030;;Bord+5-rh.Rinne (Gosse) links;Linie;3451;
24.06.02;#231.3030;;Linienpunkt Bord+5-rh.Rinne (Gosse) links;Punkt;3451;
;#231.3031;;Bord+5-rh.Rinne (Gosse) rechts;Linie;3452;
24.06.02;#231.3031;;Linienpunkt Bord+5-rh.Rinne (Gosse) rechts;Punkt;3452;
;#231.3032;;Randstreifen befestigt;Linie;3500;
24.06.02;#231.3032;;Linienpunkt Randstreifen befestigt;Punkt;3500;
;#231.3033;;Randstein, Rasenbord;Linie;3340;
24.06.02;#231.3033;;Randstein, Rasenbord;Punkt;3340;
;#231.3034;;Pflasterkante, Linienpunkt;Linie;3360;
24.06.02;#231.3034;;Pflasterkante, Linienpunkt;Punkt;3360;
07.04.09;#231.3035;;Flachbord -oben-;Linie;3333;
07.04.09;#231.3035;;Flachbord -oben-;Punkt;3333;
;#232.3005;;Betonschutzwand;Linie;3840;
24.06.02;#232.3005;;Betonschutzwand;Punkt;3840;
24.06.02;#232.3008;;SIB-Punkt;Punkt;2100;
24.06.02;#232.3009;;Astnullpunkt;Punkt;2130;
24.06.02;#232.3010;;Abschnittsnullpunkt;Punkt;2120;
24.06.02;#232.3011;;Tür in Lärmschutzwand;Punkt;3910;
24.06.02;#233.3001;;Ortsschild;Punkt;2380;
24.06.02;#233.3002;;Rechteck-Schild;Punkt;2360;
25.10.01;#233.3003;;Rechteck-Schild klein, als Zusatz;Punkt;2361;
24.06.02;#233.3004;;Rechteck-Schild mittel;Punkt;2362;
24.06.02;#233.3005;;Rechteck-Schild groß;Punkt;2363;
24.06.02;#233.3006;;Schild mit Richtungsanzeige;Punkt;2370;
24.06.02;#233.3007;;Schild mit Richtungsanzeige links;Punkt;2371;
24.06.02;#233.3008;;Schild mit Richtungsanzeige rechts;Punkt;2372;
24.06.02;#233.3009;;Vorschriftszeichen -rund-;Punkt;2310;
24.06.02;#233.3010;;Gefahrzeichen -Dreieck-;Punkt;2320;
24.06.02;#233.3011;;Vorfahrt achten-Zeichen;Punkt;2330;
24.06.02;#233.3012;;Vorfahrtsstraße;Punkt;2340;
24.06.02;#233.3013;;Stoppschild;Punkt;2350;
24.06.02;#233.3014;;Verkehrsampel gem. RiLSA einseitig;Punkt;2510;
24.06.02;#233.3015;;Verkehrsampel gem. RiLSA zweiseitig;Punkt;2520;
24.06.02;#233.3016;;Verkehrsampel gem. RiLSA dreiseitig;Punkt;2530;
24.06.02;#233.3017;;Verkehrsampel gem. RiLSA vierseitig;Punkt;2540;
24.06.02;#233.3018;;Kleinabzweigkasten Signalanlage;Punkt;2550;
24.06.02;#233.3019;;Haltestelle;Punkt;2600;
24.06.02;#233.3020;;Betonsockel von Verkehrszeichen und Schilderbrücke;Linie;2399;
24.06.02;#233.3020;;Betonsockel von Verkehrszeichen und Schilderbrücke;Punkt;2399;
24.06.02;#233.3021;;Schilderbrücke;Punkt;2390;
24.06.02;#233.3022;;Schilderbrücke -Kragarm links-;Punkt;2391;
24.06.02;#233.3023;;Schilderbrücke -Kragarm rechts-;Punkt;2392;
07.04.09;#233.3024;;Verkehrsspiegel;Punkt;2410;
07.04.09;#233.3025;;Poller;Punkt;2420;
07.04.09;#233.3026;;Zählstelle;Punkt;2430;
24.06.02;#234.3001;;Schiene;Linie;7003;
24.06.02;#234.3001;;Schienenoberkante;Punkt;7003;
24.06.02;#234.3002;;Schienenmittellinie - Gleisachse (Normalspur);Linie;7000;
24.06.02;#234.3002;;Punkt einer Schienenmittellinie;Punkt;7000;
;#234.3003;;DB AG-Gleis;Linie;7010;
24.06.02;#234.3003;;Linienpunkt DB AG-Gleis;Punkt;7010;
;#234.3004;;DB AG-Schiene, oben;Linie;7013;
24.06.02;#234.3004;;Linienpunkt DB AG-Schiene, oben;Punkt;7013;
;#234.3005;;Linienenpunkt Kleinbahn -Gleis-;Linie;7020;
24.06.02;#234.3005;;Linienenpunkt Kleinbahn -Gleis-;Punkt;7020;
;#234.3006;;Linienenpunkt Kleinbahn -Schiene oben-;Linie;7023;
24.06.02;#234.3006;;Linienenpunkt Kleinbahn -Schiene oben-;Punkt;7023;
24.06.02;#234.3007;;Schotterbett (Symbol);Punkt;7170;
;#234.3008;;Schotterbett;Linie;7179;
24.06.02;#234.3008;;Linienpunkt Schotterbett;Punkt;7179;
;#234.3009;;sonstiges Bahngleis;Linie;7040;
24.06.02;#234.3009;;Linienpunkt sonstiges Bahngleis;Punkt;7040;
;#234.3010;;Sonstige Bahnschiene, oben;Linie;7043;
24.06.02;#234.3010;;Sonstige Bahnschiene, oben;Punkt;7043;
;#234.3011;;Sonsiges Bahn;Linie;7100;
;#234.3011;;Sonsiges Bahn;Punkt;7100;
;#235.3001;;Gleisvermarkungspunkt DB AG (Symbol);Punkt;7105;
;#235.3002;;Mastbolzen DB AG (Symbol);Punkt;7106;
;#235.3003;;Andreaskreuz (Symbol);Punkt;7120;
22.07.03;#235.3004;;Bahnschranke Oberkante Gelenk (Symbol);Punkt;7183;
24.06.02;#235.3005;;Grundrisslinie Bahnschranke;Linie;7189;
24.06.02;#235.3005;;Linienpunkt Grundrisslinie Bahnschranke;Punkt;7189;
23.07.02;#235.3006;;Bahnsteig;Linie;7160;
22.07.03;#235.3006;;Linienpunkt Bahnsteig;Punkt;7160;
;#235.3007;;Bake (Symbol);Punkt;7190;
;#235.3008;;Bake einstreifig, rechts (Symbol);Punkt;7195;
;#235.3009;;Bake zweistreifig, rechts (Symbol);Punkt;7196;
;#235.3010;;Bake dreistreifig, rechts (Symbol);Punkt;7197;
22.07.03;#238.3001;;Fluss, feste Uferlinie;Linie;7630;
24.06.02;#238.3001;;Linienpunkt Fluss, feste Uferlinie;Punkt;7630;
22.07.03;#238.3002;;Fluss, unsichere Uferlinie;Linie;7635;
24.06.02;#238.3002;;Linienpunkt Fluss, unsichere Uferlinie;Punkt;7635;
24.06.02;#239.3001;;Stirnwand;Linie;6530;
22.07.03;#239.3001;;Linienpunkt Stirnwand;Punkt;6530;
24.06.02;#23A.3001;;Einrichtungen an Gewässern;Linie;7500;
22.07.03;#23A.3001;;Linienpunkt Einrichtungen an Gewässern;Punkt;7500;
;#23B.3001;;Brückenbauwerk / Widerlager;Linie;6300;
22.07.03;#23B.3001;;Linienpunkt Brückenbauwerk;Punkt;6300;
25.06.02;#23B.3002;;Stützmauer, links;Linie;6501;
;#23B.3002;;Linienpunkt Stützmauer, links;Punkt;6501;
25.06.02;#23B.3003;;Stützmauer, rechts;Linie;6502;
;#23B.3003;;Linienpunkt Stützmauer, rechts;Punkt;6502;
25.06.02;#23B.3004;;Randlinie einer Stützmauer;Linie;6509;
;#23B.3004;;Linienpunkt Randlinie einer Stützmauer;Punkt;6509;
25.06.02;#23B.3005;;Brückenwiderlager (Makrolinie);Linie;6310;
22.07.03;#23B.3005;;Linienpunkt Brückenwiderlager;Punkt;6310;
25.06.02;#23B.3006;;Grundrisslinie Widerlager;Linie;6319;
25.06.02;#23B.3006;;Linienpunkt Grundrisslinie Widerlager;Punkt;6319;
25.06.02;#23B.3007;;Geländer, Handlauf;Linie;6340;
22.07.03;#23B.3007;;Linienpunkt Geländer, Handlauf;Punkt;6340;
25.06.02;#23B.3008;;Dehnungsfuge;Linie;6335;
22.07.03;#23B.3008;;Linienpunkt Dehnungsfuge;Punkt;6335;
;#23B.3009;;Kappe / Makrolinie;Linie;6320;
25.06.02;#23B.3009;;Linienpunkt Kappe;Punkt;6320;
;#23B.3010;;Flügelkappe;Linie;6325;
25.06.02;#23B.3010;;Linienpunkt Flügelkappe;Punkt;6325;
;#23B.3011;;Mittelkappe;Linie;6326;
25.06.02;#23B.3011;;Linienpunkt Mittelkappe;Punkt;6326;
;#23B.3012;;Grundrisslinie Kappe;Linie;6329;
25.06.02;#23B.3012;;Linienpunkt Grundrisslinie Kappe;Punkt;6329;
;#23B.3013;;Überbau;Linie;6330;
25.06.02;#23B.3013;;Linienpunkt Überbau;Punkt;6330;
22.07.03;#23B.3014;;Linien unter Brücken;Linie;6360;
25.06.02;#23B.3014;;Linienpunkt Linien unter Brücken;Punkt;6360;
25.06.02;#23B.3015;;lichte Höhe;Punkt;6350;
07.04.09;#23B.3016;;Linienpunkt Stützmauer, oben;Punkt;6503;
22.07.03;#23C.3001;;Rinne (Gosse) mitte;Linie;3200;
25.06.02;#23C.3001;;Linienpunkt Rinne (Gosse) mitte;Punkt;3200;
;#23C.3002;;Rinne (Gosse) links;Linie;3201;
25.06.02;#23C.3002;;Linienpunkt Rinne (Gosse) links;Punkt;3201;
22.07.03;#23C.3003;;Rinne (Gosse) rechts;Linie;3202;
25.06.02;#23C.3003;;Linienpunkt Rinne (Gosse) rechts;Punkt;3202;
22.07.03;#23C.3004;;Rinne (Gosse) eine Randlinie;Linie;3205;
25.06.02;#23C.3004;;Linienpunkt Rinne (Gosse) eine Randlinie;Punkt;3205;
22.07.03;#23C.3005;;Rinne (Gosse) 1-reihig mitte;Linie;3210;
25.06.02;#23C.3005;;Linienpunkt Rinne (Gosse) 1-reihig mitte;Punkt;3210;
22.07.03;#23C.3006;;Rinne (Gosse) 1-reihig links;Linie;3211;
25.06.02;#23C.3006;;Linienpunkt Rinne (Gosse) 1-reihig links;Punkt;3211;
22.07.03;#23C.3007;;Rinne (Gosse) 1-reihig rechts;Linie;3212;
25.06.02;#23C.3007;;Linienpunkt Rinne (Gosse) 1-reihig rechts;Punkt;3212;
22.07.03;#23C.3008;;Rinne (Gosse) 2-reihig mitte;Linie;3220;
25.06.02;#23C.3008;;Linienpunkt Rinne (Gosse) 2-reihig mitte;Punkt;3220;
22.07.03;#23C.3009;;Rinne (Gosse) 2-reihig links;Linie;3221;
25.06.02;#23C.3009;;Linienpunkt Rinne (Gosse) 2-reihig links;Punkt;3221;
22.07.03;#23C.3010;;Rinne (Gosse) 2-reihig rechts;Linie;3222;
25.06.02;#23C.3010;;Linienpunkt Rinne (Gosse) 2-reihig rechts;Punkt;3222;
22.07.03;#23C.3011;;Rinne (Gosse) 3-reihig mitte;Linie;3230;
25.06.02;#23C.3011;;Linienpunkt Rinne (Gosse) 3-reihig mitte;Punkt;3230;
22.07.03;#23C.3012;;Rinne (Gosse) 3-reihig links;Linie;3231;
25.06.02;#23C.3012;;Linienpunkt Rinne (Gosse) 3-reihig links;Punkt;3231;
22.07.03;#23C.3013;;Rinne (Gosse) 3-reihig rechts;Linie;3232;
25.06.02;#23C.3013;;Linienpunkt Rinne (Gosse) 3-reihig rechts;Punkt;3232;
22.07.03;#23C.3014;;Rinne (Gosse) 4-reihig mitte;Linie;3240;
25.06.02;#23C.3014;;Linienpunkt Rinne (Gosse) 4-reihig mitte;Punkt;3240;
22.07.03;#23C.3015;;Rinne (Gosse) 4-reihig links;Linie;3241;
25.06.02;#23C.3015;;Linienpunkt Rinne (Gosse) 4-reihig links;Punkt;3241;
22.07.03;#23C.3016;;Rinne (Gosse) 4-reihig rechts;Linie;3242;
25.06.02;#23C.3016;;Linienpunkt Rinne (Gosse) 4-reihig rechts;Punkt;3242;
22.07.03;#23C.3017;;Rinne (Gosse) 5-reihig mitte;Linie;3250;
25.06.02;#23C.3017;;Linienpunkt Rinne (Gosse) 5-reihig mitte;Punkt;3250;
22.07.03;#23C.3018;;Rinne (Gosse) 5-reihig links;Linie;3251;
25.06.02;#23C.3018;;Linienpunkt Rinne (Gosse) 5-reihig links;Punkt;3251;
22.07.03;#23C.3019;;Rinne (Gosse) 5-reihig rechts;Linie;3252;
25.06.02;#23C.3019;;Linienpunkt Rinne (Gosse) 5-reihig rechts;Punkt;3252;
23.07.03;#23C.3020;;sonstige Entwässerung (Symbol);Punkt;4300;
25.06.02;#23C.3021;;sonstige Entwässerung;Linie;4300;
;#23C.3021;;Linienpunkt sonstige Entwässerung;Punkt;4300;
23.07.03;#23C.3022;;Rohrdurchlass (Symbol);Punkt;4100;
;#23C.3023;;Rohrdurchlass;Linie;4100;
25.06.02;#23C.3023;;Linienpunkt Rohrdurchlass;Punkt;4100;
;#23C.3024;;Rohrdurchlass DN 1000 (Symbol);Punkt;4110;
;#23C.3025;;Rohrdurchlass DN 1000;Linie;4110;
25.06.02;#23C.3025;;Linienpunkt Rohrdurchlass DN 1000;Punkt;4110;
;#23C.3026;;Rohrdurchlass DN 200 (Symbol);Punkt;4120;
;#23C.3027;;Rohrdurchlass DN 200;Linie;4120;
25.06.02;#23C.3027;;Linienpunkt Rohrdurchlass DN 200;Punkt;4120;
;#23C.3028;;Rohrdurchlass DN 300 (Symbol);Punkt;4130;
;#23C.3029;;Rohrdurchlass DN 300;Linie;4130;
25.06.02;#23C.3029;;Linienpunkt Rohrdurchlass DN 300;Punkt;4130;
;#23C.3030;;Rohrdurchlass DN 400 (Symbol);Punkt;4140;
;#23C.3031;;Rohrdurchlass DN 400;Linie;4140;
25.06.02;#23C.3031;;Linienpunkt Rohrdurchlass DN 400;Punkt;4140;
;#23C.3032;;Rohrdurchlass DN 500 (Symbol);Punkt;4150;
;#23C.3033;;Rohrdurchlass DN 500;Linie;4150;
25.06.02;#23C.3033;;Linienpunkt Rohrdurchlass DN 500;Punkt;4150;
;#23C.3034;;Rohrdurchlass DN 600 (Symbol);Punkt;4160;
;#23C.3035;;Rohrdurchlass DN 600;Linie;4160;
25.06.02;#23C.3035;;Linienpunkt Rohrdurchlass DN 600;Punkt;4160;
;#23C.3036;;Rohrdurchlass DN 700 (Symbol);Punkt;4170;
;#23C.3037;;Rohrdurchlass DN 700;Linie;4170;
25.06.02;#23C.3037;;Linienpunkt Rohrdurchlass DN 700;Punkt;4170;
;#23C.3038;;Rohrdurchlass DN 800 (Symbol);Punkt;4180;
;#23C.3039;;Rohrdurchlass DN 800;Linie;4180;
25.06.02;#23C.3039;;Linienpunkt Rohrdurchlass DN 800;Punkt;4180;
;#23C.3040;;Rohrdurchlass DN 900 (Symbol);Punkt;4190;
;#23C.3041;;Rohrdurchlass DN 900;Linie;4190;
25.06.02;#23C.3041;;Linienpunkt Rohrdurchlass DN 900;Punkt;4190;
;#23C.3042;;Rahmendurchlass (Symbol);Punkt;4200;
;#23C.3043;;Rahmendurchlass;Linie;4200;
25.06.02;#23C.3043;;Linienpunkt Rahmendurchlass;Punkt;4200;
;#23C.3044;;Rahmendurchlass linke Randseite;Linie;4201;
25.06.02;#23C.3044;;Linienpunkt Rahmendurchlass links Randseite;Punkt;4201;
;#23C.3045;;Rahmendurchlass rechte Randseite;Linie;4202;
25.06.02;#23C.3045;;Linienpunkt Rahmendurchlass rechte Randseite;Punkt;4202;
;#23C.3046;;Rahmendurchlass LW=1.0 (Symbol);Punkt;4210;
;#23C.3047;;Rahmendurchlass LW=1.0 ;Linie;4210;
25.06.02;#23C.3047;;Linienpunkt Rahmendurchlass LW=1.0 ;Punkt;4210;
;#23C.3048;;Rahmendurchlass LW=1.0 links (Symbol);Punkt;4211;
;#23C.3049;;Rahmendurchlass LW=1.0 links;Linie;4211;
25.06.02;#23C.3049;;Linienpunkt Rahmendurchlass LW=1.0 links;Punkt;4211;
;#23C.3050;;Rahmendurchlass LW=1.0 rechts (Symbol);Punkt;4212;
;#23C.3051;;Rahmendurchlass LW=1.0 rechts;Linie;4212;
25.06.02;#23C.3051;;Linienpunkt Rahmendurchlass LW=1.0 rechts;Punkt;4212;
;#23C.3052;;Rahmendurchlass LW=2.0 (Symbol);Punkt;4220;
;#23C.3053;;Rahmendurchlass LW=2.0 ;Linie;4220;
25.06.02;#23C.3053;;Linienpunkt Rahmendurchlass LW=2.0 ;Punkt;4220;
;#23C.3054;;Rahmendurchlass LW=2.0 links (Symbol);Punkt;4221;
;#23C.3055;;Rahmendurchlass LW=2.0 links;Linie;4221;
